merchant_id,active_days,mean_daily_tx,max_daily_tx,std_daily_tx,spike_ratio,exact_timestamp_collisions,is_mule,network_id,mule_type
M0419,18,1.0555555555555556,2,0.2357022603955158,1.894736842105263,0,0,,
M0420,25,1.12,2,0.33166247903553997,1.7857142857142856,0,0,,
M0421,4,1.0,1,0.0,1.0,0,0,,
M0422,1,1.0,1,,1.0,0,0,,
M0423,12,1.0,1,0.0,1.0,0,0,,
M0424,81,2.6049382716049383,6,1.2617350390006512,2.3033175355450237,0,0,,
M0425,24,1.4583333333333333,3,0.6580053301400784,2.0571428571428574,0,0,,
M0426,2,1.5,2,0.7071067811865476,1.3333333333333333,0,0,,
M0427,13,1.0,1,0.0,1.0,0,0,,
M0428,22,1.0909090909090908,2,0.29424494316824984,1.8333333333333335,0,1,N007,CUSTOMER_OVERLAP
M0429,1,1.0,1,,1.0,0,0,,
M0430,39,1.2307692307692308,3,0.48458003855419196,2.4375,0,1,N003,CUSTOMER_OVERLAP
M0431,10,1.1,2,0.31622776601683794,1.8181818181818181,0,0,,
M0432,7,1.1428571428571428,2,0.37796447300922725,1.75,0,0,,
M0433,8,1.125,2,0.3535533905932738,1.7777777777777777,0,0,,
M0434,23,1.2173913043478262,3,0.518434859512082,2.464285714285714,0,0,,
M0435,3,1.0,1,0.0,1.0,0,0,,
M0436,2,1.0,1,0.0,1.0,0,0,,
M0437,15,1.1333333333333333,2,0.3518657752744984,1.7647058823529411,0,0,,
M0438,1,1.0,1,,1.0,0,0,,
M0439,2,1.0,1,0.0,1.0,0,0,,
M0440,28,1.1071428571428572,3,0.41626965212518585,2.7096774193548385,0,0,,
M0441,13,1.0,1,0.0,1.0,0,1,N007,CUSTOMER_OVERLAP
M0442,25,1.16,3,0.4725815626252608,2.586206896551724,0,0,,
M0443,20,1.1,2,0.3077935056255462,1.8181818181818181,0,0,,
M0444,65,1.8153846153846154,5,0.9665063969703538,2.7542372881355934,0,0,,
M0445,8,1.0,1,0.0,1.0,0,0,,
M0446,22,1.0,1,0.0,1.0,0,0,,
M0447,7,1.0,1,0.0,1.0,0,0,,
M0448,28,1.2142857142857142,2,0.4178554470186725,1.647058823529412,0,0,,
M0449,13,1.1538461538461537,2,0.3755338080994054,1.7333333333333334,0,0,,
M0450,30,1.5333333333333334,4,0.7760791522613609,2.608695652173913,0,1,N006,SHARED_SETTLEMENT
M0451,4,1.0,1,0.0,1.0,0,0,,
M0452,36,1.3611111111111112,3,0.5929479754475105,2.204081632653061,0,0,,
M0453,17,1.0588235294117647,2,0.24253562503633297,1.8888888888888888,0,0,,
M0454,12,1.0,1,0.0,1.0,0,0,,
M0455,15,1.1333333333333333,2,0.3518657752744984,1.7647058823529411,0,0,,
M0456,13,1.0,1,0.0,1.0,0,0,,
M0457,13,1.0,1,0.0,1.0,0,1,N004,TEMPORAL_COORDINATION
M0458,8,1.0,1,0.0,1.0,0,0,,
M0459,3,1.0,1,0.0,1.0,0,0,,
M0460,5,1.0,1,0.0,1.0,0,0,,
M0461,6,1.0,1,0.0,1.0,0,0,,
M0462,17,1.2352941176470589,2,0.4372373160976031,1.619047619047619,0,0,,
M0463,2,1.0,1,0.0,1.0,0,0,,
M0464,13,1.0769230769230769,2,0.2773500981126145,1.8571428571428572,0,0,,
M0465,21,1.0952380952380953,2,0.30079260375911915,1.826086956521739,0,0,,
M0466,22,1.1363636363636365,2,0.35125008665710444,1.7599999999999998,0,0,,
M0467,2,1.0,1,0.0,1.0,0,0,,
M0468,10,1.1,2,0.31622776601683794,1.8181818181818181,0,0,,
M0469,22,1.0909090909090908,3,0.42640143271122083,2.75,0,0,,
M0470,38,1.2894736842105263,3,0.5150646633160447,2.326530612244898,0,0,,
M0471,41,1.2682926829268293,3,0.5488346856705778,2.3653846153846154,0,0,,
M0472,4,1.0,1,0.0,1.0,0,0,,
M0473,2,1.0,1,0.0,1.0,0,0,,
M0474,24,1.125,2,0.33783196234608814,1.7777777777777777,0,0,,
M0475,7,1.0,1,0.0,1.0,0,0,,
M0476,4,1.0,1,0.0,1.0,0,0,,
M0477,9,1.1111111111111112,2,0.3333333333333333,1.7999999999999998,0,1,N005,SHARED_INFRASTRUCTURE
M0478,71,1.9295774647887325,5,1.0326656721040224,2.591240875912409,0,0,,
M0479,3,1.0,1,0.0,1.0,0,0,,
M0480,66,1.7575757575757576,5,1.0085878331852993,2.8448275862068964,0,1,N006,SHARED_SETTLEMENT
M0481,4,1.0,1,0.0,1.0,0,0,,
M0482,26,1.1538461538461537,3,0.4640954808922571,2.6,0,0,,
M0483,6,1.0,1,0.0,1.0,0,0,,
M0484,13,1.0,1,0.0,1.0,0,0,,
M0485,10,1.1,2,0.31622776601683794,1.8181818181818181,0,0,,
M0486,1,2.0,2,,1.0,0,0,,
M0487,81,2.432098765432099,6,1.359579637286267,2.467005076142132,0,0,,
M0488,5,1.0,1,0.0,1.0,0,0,,
M0489,1,2.0,2,,1.0,0,0,,
M0490,33,1.2424242424242424,3,0.5018903659106632,2.4146341463414633,0,0,,
M0491,51,1.5490196078431373,4,0.7297595628752274,2.5822784810126582,0,0,,
M0492,28,1.3214285714285714,3,0.5479640045336467,2.27027027027027,0,0,,
M0493,3,1.0,1,0.0,1.0,0,0,,
M0494,17,1.1176470588235294,2,0.3321055820775357,1.7894736842105263,0,0,,
M0495,2,1.0,1,0.0,1.0,0,0,,
M0496,11,1.5454545454545454,2,0.5222329678670935,1.2941176470588236,0,0,,
M0497,2,1.0,1,0.0,1.0,0,0,,
M0498,2,1.0,1,0.0,1.0,0,0,,
M0499,12,1.0,1,0.0,1.0,0,0,,
M0500,18,1.1111111111111112,2,0.32338083338177737,1.7999999999999998,0,0,,
