network_id,is_mule,merchant_count,t1_nodes,t1_edges,t1_volume,t1_refund_rate,t2_nodes,t2_edges,t2_volume,t2_refund_rate,t3_nodes,t3_edges,t3_volume,t3_refund_rate,delta_nodes_t1_t2,delta_edges_t1_t2,delta_volume_t1_t2,delta_refund_t1_t2,delta_nodes_t2_t3,delta_edges_t2_t3,delta_volume_t2_t3,delta_refund_t2_t3
B125,False,4,4,3,64087.73,0.08,4,0,80522.48000000001,0.05555555555555555,4,1,39495.05,0.0,0,-3,16434.750000000007,-0.02444444444444445,0,1,-41027.43000000001,-0.05555555555555555
B126,False,4,4,1,328497.67000000004,0.12121212121212122,4,1,328510.26999999996,0.07575757575757576,4,3,231369.73,0.08955223880597014,0,0,12.59999999991851,-0.045454545454545456,0,2,-97140.53999999995,0.013794663048394384
B127,False,4,4,1,55814.64,0.09523809523809523,4,0,141208.89,0.0,4,3,172690.21000000002,0.015384615384615385,0,-1,85394.25000000001,-0.09523809523809523,0,3,31481.320000000007,0.015384615384615385
B128,False,4,3,3,40408.780000000006,0.022727272727272728,4,6,35762.659999999996,0.0,3,3,35069.479999999996,0.046511627906976744,1,3,-4646.12000000001,-0.022727272727272728,-1,-3,-693.1800000000003,0.046511627906976744
B129,False,4,4,4,108776.57,0.022222222222222223,4,1,39556.399999999994,0.037037037037037035,4,1,101359.29,0.0,0,-3,-69220.17000000001,0.014814814814814812,0,0,61802.89,-0.037037037037037035
B130,False,7,7,3,398964.41000000003,0.036585365853658534,6,2,548513.2,0.0125,7,4,417140.35,0.05405405405405406,-1,-1,149548.78999999992,-0.024085365853658534,1,2,-131372.84999999998,0.04155405405405406
B131,False,3,2,0,154961.70999999996,0.04477611940298507,3,0,107663.8,0.03225806451612903,3,1,139591.41000000003,0.0,1,0,-47297.90999999996,-0.01251805488685604,0,1,31927.61000000003,-0.03225806451612903
B132,False,3,3,1,53738.14000000001,0.06666666666666667,3,3,65741.48000000001,0.05,2,0,30751.260000000002,0.125,0,2,12003.340000000004,-0.016666666666666663,-1,-3,-34990.22000000001,0.075
B133,False,4,4,2,132892.21,0.016260162601626018,4,2,134865.78,0.045454545454545456,4,1,146811.85000000003,0.07913669064748201,0,0,1973.570000000007,0.029194382852919438,0,-1,11946.070000000036,0.03368214519293655
B134,False,3,3,1,87238.75999999998,0.0,3,0,68487.15,0.0,3,0,104415.87,0.0,0,-1,-18751.609999999986,0.0,0,0,35928.72,0.0
B135,False,5,5,1,204010.78000000003,0.014285714285714285,5,3,256840.60999999996,0.0,5,1,183271.62000000002,0.014925373134328358,0,2,52829.82999999993,-0.014285714285714285,0,-2,-73568.98999999993,0.014925373134328358
B136,False,4,4,1,103648.93000000001,0.06060606060606061,4,0,96097.74,0.0,4,3,132772.01,0.0625,0,-1,-7551.190000000002,-0.06060606060606061,0,3,36674.270000000004,0.0625
B137,False,3,3,0,48835.5,0.04878048780487805,3,0,54475.1,0.05660377358490566,3,1,41976.329999999994,0.2391304347826087,0,0,5639.5999999999985,0.007823285780027611,0,1,-12498.770000000004,0.18252666119770306
B138,False,3,3,3,205634.58,0.01694915254237288,3,3,153933.12,0.023255813953488372,3,0,149970.34,0.0,0,0,-51701.45999999999,0.0063066614111154905,0,-3,-3962.779999999999,-0.023255813953488372
B139,False,4,4,4,71222.9,0.0410958904109589,4,1,68714.17000000001,0.027777777777777776,3,0,97970.45,0.03614457831325301,0,-3,-2508.7299999999814,-0.013318112633181126,-1,-1,29256.279999999984,0.008366800535475234
B140,False,3,3,0,49139.44,0.0,3,1,117142.53,0.043478260869565216,3,3,122125.83999999998,0.0,0,1,68003.09,0.043478260869565216,0,2,4983.309999999983,-0.043478260869565216
B141,False,4,4,1,141083.35,0.02702702702702703,4,1,164294.07,0.0,4,0,128830.15,0.0,0,0,23210.72,-0.02702702702702703,0,-1,-35463.92000000001,0.0
B142,False,5,5,7,121676.06999999999,0.022222222222222223,5,1,89569.86000000002,0.0,5,1,121122.43000000001,0.021739130434782608,0,-6,-32106.209999999977,-0.022222222222222223,0,0,31552.569999999992,0.021739130434782608
B143,False,3,3,3,208601.66,0.027777777777777776,3,2,409043.68,0.011363636363636364,3,2,247201.2,0.0273972602739726,0,-1,200442.02,-0.016414141414141412,0,0,-161842.47999999998,0.016033623910336237
B144,False,6,6,7,210713.59,0.03409090909090909,5,3,175082.01,0.024096385542168676,5,2,189885.03,0.02631578947368421,-1,-4,-35631.57999999999,-0.009994523548740412,0,-1,14803.01999999999,0.002219403931515533
B145,False,4,3,0,82666.32,0.047619047619047616,4,0,185494.9,0.0,4,3,86669.17,0.013888888888888888,1,0,102828.57999999999,-0.047619047619047616,0,3,-98825.73,0.013888888888888888
B146,False,6,6,1,79332.72999999998,0.05263157894736842,6,3,82937.98,0.01694915254237288,6,3,152962.91,0.04,0,2,3605.2500000000146,-0.03568242640499554,0,0,70024.93000000001,0.02305084745762712
B147,False,6,6,7,36200.060000000005,0.024390243902439025,5,2,50583.97,0.020833333333333332,6,6,59754.590000000004,0.017241379310344827,-1,-5,14383.909999999996,-0.003556910569105693,1,4,9170.620000000003,-0.003591954022988505
B148,False,14,13,11,225940.8,0.020833333333333332,11,17,214050.52,0.0,13,36,191725.06999999998,0.011627906976744186,-2,6,-11890.279999999999,-0.020833333333333332,2,19,-22325.45000000001,0.011627906976744186
B149,False,7,7,4,250762.53,0.046875,7,2,287863.64,0.014285714285714285,6,2,315427.8500000001,0.0,0,-2,37101.110000000015,-0.032589285714285716,-1,0,27564.21000000008,-0.014285714285714285
B150,False,5,5,1,241993.50999999998,0.0,5,1,263046.04000000004,0.02564102564102564,5,1,285698.88000000006,0.012048192771084338,0,0,21052.530000000057,0.02564102564102564,0,0,22652.840000000026,-0.013592832869941302
B151,False,5,5,4,145956.27000000002,0.10204081632653061,4,2,51618.82,0.16666666666666666,5,10,92929.95999999999,0.04081632653061224,-1,-2,-94337.45000000001,0.06462585034013604,1,8,41311.13999999999,-0.12585034013605442
B152,False,3,3,1,64668.74,0.05263157894736842,3,1,132619.88,0.09836065573770492,2,0,55702.71000000001,0.0,0,0,67951.14000000001,0.0457290767903365,-1,-1,-76917.17,-0.09836065573770492
B153,False,3,3,2,120179.01999999999,0.07608695652173914,3,0,129826.83,0.024793388429752067,3,0,108164.38,0.1346153846153846,0,-2,9647.810000000012,-0.05129356809198707,0,0,-21662.449999999997,0.10982199618563254
B154,False,3,3,3,141489.38999999998,0.0,3,1,104239.42000000001,0.04,3,1,121682.57,0.03571428571428571,0,-2,-37249.96999999997,0.04,0,0,17443.149999999994,-0.0042857142857142885
B155,False,4,4,0,22258.500000000004,0.05263157894736842,4,0,34586.409999999996,0.037037037037037035,4,1,42907.26000000001,0.0,0,0,12327.909999999993,-0.015594541910331383,0,1,8320.850000000013,-0.037037037037037035
B156,False,5,5,6,113055.89,0.07407407407407407,4,0,57632.06,0.030303030303030304,5,1,105486.61,0.0,-1,-6,-55423.83,-0.043771043771043766,1,1,47854.55,-0.030303030303030304
B157,False,3,3,3,62184.950000000004,0.075,3,1,50909.89,0.0,3,1,38372.24999999999,0.023255813953488372,0,-2,-11275.060000000005,-0.075,0,0,-12537.640000000007,0.023255813953488372
B158,False,4,4,1,401195.2,0.013513513513513514,4,3,573637.1699999999,0.01282051282051282,4,1,423618.75,0.0,0,2,172441.9699999999,-0.0006930006930006942,0,-2,-150018.41999999993,-0.01282051282051282
B159,False,4,4,0,70356.24,0.0,4,1,75217.48,0.0,4,3,63430.49000000001,0.05714285714285714,0,1,4861.239999999991,0.0,0,2,-11786.989999999983,0.05714285714285714
B160,False,7,7,4,121790.59,0.03508771929824561,7,10,120922.66,0.0,7,3,100547.76000000001,0.044444444444444446,0,6,-867.929999999993,-0.03508771929824561,0,-7,-20374.899999999994,0.044444444444444446
B161,False,3,3,1,97700.25,0.06896551724137931,3,0,53148.87,0.041666666666666664,3,1,43692.219999999994,0.0,0,-1,-44551.38,-0.027298850574712645,0,1,-9456.650000000009,-0.041666666666666664
B162,False,3,2,0,539166.97,0.03333333333333333,3,0,317904.55,0.01818181818181818,3,0,422517.29,0.017857142857142856,1,0,-221262.41999999998,-0.015151515151515152,0,0,104612.73999999999,-0.0003246753246753248
B163,False,6,6,6,204783.25,0.037037037037037035,5,1,138157.94,0.05714285714285714,6,6,224468.33,0.014285714285714285,-1,-5,-66625.31,0.020105820105820106,1,5,86310.38999999998,-0.04285714285714286
B164,False,3,3,0,157922.04,0.023255813953488372,3,1,56854.759999999995,0.12,3,0,112209.93000000001,0.0,0,1,-101067.28000000001,0.09674418604651162,0,-1,55355.17000000001,-0.12
B165,False,4,4,2,326561.93,0.09090909090909091,4,1,295463.07999999996,0.05813953488372093,4,1,240980.71999999997,0.0759493670886076,0,-1,-31098.850000000035,-0.03276955602536998,0,0,-54482.359999999986,0.017809832204886668
B166,False,4,4,4,161956.04,0.03508771929824561,4,1,152539.4,0.0684931506849315,4,0,136357.46,0.014925373134328358,0,-3,-9416.640000000014,0.03340543138668589,0,-1,-16181.940000000002,-0.05356777755060314
B167,False,5,5,0,232621.88,0.04807692307692308,4,4,180208.42,0.009708737864077669,3,0,186988.20000000004,0.030927835051546393,-1,4,-52413.45999999999,-0.03836818521284541,-1,-4,6779.780000000028,0.021219097187468724
B168,False,7,7,6,138780.24000000002,0.06451612903225806,6,3,120834.18,0.08235294117647059,7,10,142071.47999999998,0.1276595744680851,-1,-3,-17946.060000000027,0.017836812144212524,1,7,21237.29999999999,0.04530663329161451
B169,False,3,3,1,23948.55,0.0,3,3,43466.520000000004,0.05555555555555555,3,1,47220.75,0.0,0,2,19517.970000000005,0.05555555555555555,0,-2,3754.229999999996,-0.05555555555555555
B170,False,4,4,3,90776.48,0.06382978723404255,4,1,73323.73,0.0,4,1,64110.51000000001,0.0425531914893617,0,-2,-17452.75,-0.06382978723404255,0,0,-9213.219999999987,0.0425531914893617
B171,False,4,4,3,137635.22,0.0625,4,1,125185.87,0.05714285714285714,4,3,122596.70000000001,0.0,0,-2,-12449.350000000006,-0.005357142857142859,0,2,-2589.1699999999837,-0.05714285714285714
B172,False,7,6,4,370277.53,0.0761904761904762,7,8,422397.44999999995,0.05405405405405406,6,1,256210.08000000002,0.08888888888888889,1,4,52119.919999999925,-0.02213642213642214,-1,-7,-166187.36999999994,0.034834834834834835
B173,False,5,5,6,123216.06000000001,0.05714285714285714,5,6,115615.86,0.0,5,4,207627.8,0.02631578947368421,0,0,-7600.200000000012,-0.05714285714285714,0,-2,92011.93999999999,0.02631578947368421
B174,False,6,5,1,54414.88,0.08823529411764706,6,3,52748.39,0.0,5,10,46922.490000000005,0.027777777777777776,1,2,-1666.489999999998,-0.08823529411764706,-1,7,-5825.899999999994,0.027777777777777776
B175,False,4,3,1,28492.51,0.058823529411764705,4,1,27753.989999999998,0.0,3,1,27973.56,0.0,1,0,-738.5200000000004,-0.058823529411764705,-1,0,219.57000000000335,0.0
B176,False,4,4,1,138846.50999999998,0.016129032258064516,4,0,149168.44,0.07142857142857142,4,3,159826.34999999998,0.0,0,-1,10321.930000000022,0.05529953917050691,0,3,10657.909999999974,-0.07142857142857142
B177,False,3,3,0,494692.05,0.05454545454545454,3,0,336709.97,0.0196078431372549,2,1,461144.02,0.0,0,0,-157982.08000000002,-0.03493761140819964,-1,1,124434.05000000005,-0.0196078431372549
B178,False,6,6,4,197457.53,0.031914893617021274,6,3,270874.47000000003,0.0,6,0,162341.97,0.054945054945054944,0,-1,73416.94000000003,-0.031914893617021274,0,-3,-108532.50000000003,0.054945054945054944
B179,False,8,8,15,165640.02,0.0,8,6,177881.61,0.07777777777777778,8,8,131652.33,0.015873015873015872,0,-9,12241.589999999997,0.07777777777777778,0,2,-46229.28,-0.06190476190476191
B180,False,6,6,3,174387.39,0.04827586206896552,6,2,187370.47999999998,0.006993006993006993,5,1,139966.37999999998,0.007633587786259542,0,-1,12983.089999999967,-0.041282855075958524,-1,-1,-47404.100000000006,0.0006405807932525487
B181,False,6,5,6,83937.29999999999,0.0,6,3,47755.58,0.0,6,0,39199.99,0.06896551724137931,1,-3,-36181.71999999999,0.0,0,-3,-8555.590000000004,0.06896551724137931
B182,False,3,3,0,78283.19,0.019230769230769232,2,0,36095.95999999999,0.029411764705882353,3,0,64928.090000000004,0.043478260869565216,-1,0,-42187.23000000001,0.01018099547511312,1,0,28832.130000000012,0.014066496163682864
B183,False,7,6,3,230820.14,0.023529411764705882,7,10,182583.22,0.037037037037037035,7,7,268704.96,0.022727272727272728,1,7,-48236.92000000001,0.013507625272331153,0,-3,86121.74000000002,-0.014309764309764307
B184,False,5,4,0,50741.58000000001,0.047619047619047616,5,0,65204.53,0.0,5,3,86117.19,0.0,1,0,14462.94999999999,-0.047619047619047616,0,3,20912.660000000003,0.0
B185,False,3,3,0,37791.270000000004,0.05263157894736842,3,3,56250.81999999999,0.037037037037037035,3,0,78917.68999999999,0.0,0,3,18459.54999999999,-0.015594541910331383,0,-3,22666.869999999995,-0.037037037037037035
B186,False,3,3,1,95131.02,0.07547169811320754,3,1,112165.97,0.018518518518518517,3,2,84912.69,0.0,0,0,17034.949999999997,-0.05695317959468903,0,1,-27253.28,-0.018518518518518517
B187,False,3,2,0,59921.05,0.0,3,0,92187.56,0.0625,3,3,79105.23,0.0,1,0,32266.509999999995,0.0625,0,3,-13082.330000000002,-0.0625
B188,False,8,7,8,107728.64,0.02564102564102564,8,10,81474.01000000001,0.07692307692307693,6,4,33270.8,0.037037037037037035,1,2,-26254.62999999999,0.05128205128205129,-2,-6,-48203.21000000001,-0.03988603988603989
B189,False,3,2,1,55905.810000000005,0.03571428571428571,3,1,44605.619999999995,0.0,2,0,36752.420000000006,0.05,1,0,-11300.19000000001,-0.03571428571428571,-1,-1,-7853.19999999999,0.05
B190,False,3,3,0,188598.89,0.025,3,0,283819.36,0.0,3,0,173202.27000000002,0.09375,0,0,95220.46999999997,-0.025,0,0,-110617.08999999997,0.09375
B191,False,4,3,3,462217.36,0.05263157894736842,4,3,585507.6499999999,0.0,4,1,417416.11,0.016666666666666666,1,0,123290.28999999992,-0.05263157894736842,0,-2,-168091.53999999992,0.016666666666666666
B192,False,4,3,0,25069.420000000002,0.058823529411764705,3,2,20387.380000000005,0.0,4,1,55345.12,0.0,0,2,-4682.039999999997,-0.058823529411764705,1,-1,34957.74,0.0
B193,False,3,3,3,410367.32000000007,0.0,3,0,564777.17,0.0,3,1,428296.85,0.015625,0,-3,154409.84999999998,0.0,0,1,-136480.32000000007,0.015625
B194,False,3,3,3,98508.99999999999,0.05263157894736842,3,0,146511.37999999998,0.034482758620689655,3,3,100239.06999999999,0.0,0,-3,48002.37999999999,-0.018148820326678763,0,3,-46272.30999999998,-0.034482758620689655
B195,False,4,4,4,37524.969999999994,0.0,4,1,64132.77999999999,0.07692307692307693,4,0,38620.93000000001,0.0,0,-3,26607.809999999998,0.07692307692307693,0,-1,-25511.849999999984,-0.07692307692307693
B196,False,4,4,1,267009.21,0.049019607843137254,4,6,282419.11,0.05555555555555555,4,2,338638.9499999999,0.0,0,5,15409.899999999965,0.006535947712418298,0,-4,56219.83999999991,-0.05555555555555555
B197,False,7,7,2,684904.8,0.04794520547945205,6,3,922867.31,0.032679738562091505,7,3,629673.4000000001,0.03875968992248062,-1,1,237962.51,-0.015265466917360547,1,0,-293193.9099999999,0.0060799513603891145
B198,False,12,11,36,468658.03,0.03260869565217391,11,18,430810.0200000001,0.0,12,22,446679.82999999996,0.023809523809523808,0,-18,-37848.00999999995,-0.03260869565217391,1,4,15869.809999999881,0.023809523809523808
B199,False,6,5,2,239120.49,0.031914893617021274,6,1,245431.41999999998,0.03529411764705882,6,10,206374.11,0.0,1,-1,6310.929999999993,0.003379224030037549,0,9,-39057.31,-0.03529411764705882
B200,False,6,6,4,72477.89,0.1111111111111111,5,1,65315.13,0.0,5,1,96876.27999999998,0.0,-1,-3,-7162.760000000002,-0.1111111111111111,0,0,31561.149999999987,0.0
B201,False,4,4,3,494172.8900000001,0.037037037037037035,4,0,330261.88999999996,0.013333333333333334,4,1,423066.56999999995,0.02564102564102564,0,-3,-163911.00000000012,-0.0237037037037037,0,1,92804.68,0.012307692307692306
B202,False,3,3,1,94641.98,0.07142857142857142,3,0,89330.99,0.0,3,0,95064.75,0.038461538461538464,0,-1,-5310.989999999991,-0.07142857142857142,0,0,5733.759999999995,0.038461538461538464
B203,False,3,3,0,55725.009999999995,0.0,3,0,43174.24999999999,0.0,3,1,40180.75000000001,0.14285714285714285,0,0,-12550.760000000002,0.0,0,1,-2993.4999999999854,0.14285714285714285
B204,False,4,4,2,500171.15,0.036036036036036036,4,6,646220.0700000001,0.02608695652173913,4,1,456729.12,0.11702127659574468,0,4,146048.92000000004,-0.009949079514296907,0,-5,-189490.95000000007,0.09093432007400555
B205,False,3,3,3,60891.19,0.0,3,0,80068.39,0.0,2,0,98108.81,0.0,0,-3,19177.199999999997,0.0,-1,0,18040.42,0.0
B206,False,4,4,6,163848.83000000002,0.02040816326530612,4,0,251114.12,0.03225806451612903,4,1,172276.28000000006,0.06451612903225806,0,-6,87265.28999999998,0.01184990125082291,0,1,-78837.83999999994,0.03225806451612903
B207,False,9,8,14,274271.64999999997,0.06666666666666667,9,4,263514.37,0.013888888888888888,9,10,444093.83999999997,0.023668639053254437,1,-10,-10757.27999999997,-0.05277777777777778,0,6,180579.46999999997,0.00977975016436555
B208,False,5,5,1,65201.13999999999,0.043478260869565216,5,1,47949.48,0.07407407407407407,5,1,47860.33,0.21153846153846154,0,0,-17251.65999999999,0.030595813204508854,0,0,-89.15000000000146,0.13746438746438747
B209,False,8,8,6,175317.43999999997,0.043478260869565216,8,16,262471.35,0.03076923076923077,8,6,302145.12,0.0,0,10,87153.91,-0.012709030100334445,0,-10,39673.77000000002,-0.03076923076923077
B210,False,5,5,2,106713.54000000001,0.05263157894736842,4,1,153744.69,0.02857142857142857,4,0,86934.44,0.0,-1,-1,47031.149999999994,-0.024060150375939848,0,-1,-66810.25,-0.02857142857142857
B211,False,7,7,8,210515.23,0.025157232704402517,6,3,259595.55999999997,0.03225806451612903,6,4,236432.21999999997,0.03067484662576687,-1,-5,49080.32999999996,0.007100831811726514,0,1,-23163.339999999997,-0.0015832178903621603
B212,False,7,7,8,81423.15000000001,0.02857142857142857,7,1,84507.81,0.058823529411764705,7,4,48515.33,0.0,0,-7,3084.659999999989,0.030252100840336135,0,3,-35992.479999999996,-0.058823529411764705
B213,False,7,7,6,118908.45999999999,0.0967741935483871,6,6,102569.31,0.0,6,10,127317.01000000002,0.0,-1,0,-16339.149999999994,-0.0967741935483871,0,4,24747.700000000026,0.0
B214,False,5,5,6,124428.63,0.0625,5,3,171485.63999999998,0.08888888888888889,5,2,95695.40999999999,0.034482758620689655,0,-3,47057.00999999998,0.026388888888888892,0,-1,-75790.23,-0.05440613026819924
B215,False,4,4,0,111600.98999999999,0.0,3,0,87198.7,0.13333333333333333,4,3,58652.240000000005,0.0,-1,0,-24402.289999999994,0.13333333333333333,1,3,-28546.459999999992,-0.13333333333333333
B216,False,3,3,1,61471.2,0.0625,3,1,40126.67,0.0,3,0,22072.75,0.1111111111111111,0,0,-21344.53,-0.0625,0,-1,-18053.92,0.1111111111111111
B217,False,3,3,0,87230.76000000001,0.027777777777777776,3,3,96270.54999999999,0.05952380952380952,3,0,105940.14,0.10465116279069768,0,3,9039.789999999979,0.031746031746031744,0,-3,9669.590000000011,0.04512735326688816
B218,False,3,3,1,146613.81,0.03333333333333333,3,0,128352.24,0.011494252873563218,3,1,95003.32,0.012195121951219513,0,-1,-18261.569999999992,-0.021839080459770115,0,1,-33348.92,0.0007008690776562944
B219,False,3,3,0,50828.66,0.0,3,1,67368.45,0.037037037037037035,3,1,24844.18,0.045454545454545456,0,1,16539.789999999994,0.037037037037037035,0,0,-42524.27,0.00841750841750842
B220,False,5,4,2,50144.87,0.0,4,1,42774.16,0.0,5,3,93283.90999999999,0.0,0,-1,-7370.709999999999,0.0,1,2,50509.749999999985,0.0
B221,False,8,8,11,429200.12,0.03125,8,6,558841.29,0.018292682926829267,8,5,442807.81000000006,0.013157894736842105,0,-5,129641.17000000004,-0.012957317073170733,0,-1,-116033.47999999998,-0.005134788189987163
B222,False,4,4,0,125392.37,0.0,4,3,147008.23,0.008620689655172414,4,1,133387.76,0.0,0,3,21615.860000000015,0.008620689655172414,0,-2,-13620.470000000001,-0.008620689655172414
B223,False,5,5,3,264541.6,0.023255813953488372,5,3,287099.28,0.06521739130434782,5,3,143676.80000000002,0.027777777777777776,0,0,22557.68000000005,0.04196157735085945,0,0,-143422.48,-0.03743961352657005
B224,False,3,2,1,113816.21,0.0,3,0,118908.12,0.011764705882352941,3,0,103167.11000000003,0.0,1,-1,5091.909999999989,0.011764705882352941,0,0,-15741.009999999966,-0.011764705882352941
B225,False,3,3,1,74405.05,0.09090909090909091,3,3,92357.23000000001,0.0625,3,1,107820.54000000001,0.0,0,2,17952.180000000008,-0.02840909090909091,0,-2,15463.309999999998,-0.0625
B226,False,6,6,3,112865.13,0.08256880733944955,6,8,134487.31,0.036231884057971016,4,1,134136.24,0.11666666666666667,0,5,21622.179999999993,-0.04633692328147853,-2,-7,-351.070000000007,0.08043478260869566
B227,False,6,6,7,242655.93,0.030534351145038167,6,7,209945.53,0.04827586206896552,6,4,234396.55,0.0763888888888889,0,0,-32710.399999999994,0.01774151092392735,0,-3,24451.01999999999,0.02811302681992338
B228,False,4,4,3,27205.739999999998,0.0,3,3,41299.759999999995,0.058823529411764705,3,1,24051.120000000003,0.0,-1,0,14094.019999999997,0.058823529411764705,0,-2,-17248.639999999992,-0.058823529411764705
B229,False,5,5,4,34686.46,0.06666666666666667,5,1,42591.05,0.043478260869565216,4,3,32630.56,0.0,0,-3,7904.590000000004,-0.02318840579710145,-1,2,-9960.490000000002,-0.043478260869565216
B230,False,3,3,3,52567.36000000001,0.09090909090909091,3,0,214403.81,0.0,2,0,67048.63,0.0,0,-3,161836.44999999998,-0.09090909090909091,-1,0,-147355.18,0.0
B231,False,5,5,4,188502.7,0.018867924528301886,5,3,256253.57,0.0,5,1,120964.22999999998,0.0,0,-1,67750.87,-0.018867924528301886,0,-2,-135289.34000000003,0.0
B232,False,4,4,3,46920.799999999996,0.0,4,4,31296.949999999997,0.14285714285714285,4,0,31317.950000000004,0.058823529411764705,0,1,-15623.849999999999,0.14285714285714285,0,-4,21.000000000007276,-0.08403361344537814
B233,False,7,7,5,147836.94999999998,0.1326530612244898,7,7,163624.7,0.02459016393442623,7,5,136914.93,0.038834951456310676,0,2,15787.75000000003,-0.10806289729006358,0,-2,-26709.77000000002,0.014244787521884447
B234,False,4,3,1,71085.13,0.0,4,0,43676.979999999996,0.0,4,0,43366.84,0.0,1,-1,-27408.15000000001,0.0,0,0,-310.1399999999994,0.0
B235,False,7,6,15,137221.3,0.022727272727272728,6,6,309216.7299999999,0.0,7,3,167671.97,0.0,0,-9,171995.42999999993,-0.022727272727272728,1,-3,-141544.75999999992,0.0
B236,False,3,3,1,81245.13,0.04918032786885246,3,0,89700.52,0.04411764705882353,3,1,108837.31,0.0410958904109589,0,-1,8455.39,-0.005062680810028926,0,1,19136.789999999994,-0.0030217566478646304
B237,False,3,3,1,70708.8,0.045454545454545456,3,0,50731.18,0.0,3,1,97883.9,0.0,0,-1,-19977.620000000003,-0.045454545454545456,0,1,47152.719999999994,0.0
B238,False,4,4,2,64424.79,0.02702702702702703,4,1,46002.65,0.0,4,3,50744.450000000004,0.03125,0,-1,-18422.14,-0.02702702702702703,0,2,4741.800000000003,0.03125
B239,False,3,3,1,79688.08,0.07894736842105263,3,1,70899.26,0.029411764705882353,2,0,55690.619999999995,0.0,0,0,-8788.820000000007,-0.049535603715170275,-1,-1,-15208.64,-0.029411764705882353
B240,False,5,5,0,94449.67000000001,0.0,5,6,122912.56,0.04081632653061224,4,2,72993.59,0.0,0,6,28462.889999999985,0.04081632653061224,-1,-4,-49918.97,-0.04081632653061224
B241,False,4,4,6,567451.26,0.04316546762589928,4,0,758950.64,0.006097560975609756,4,2,566157.12,0.021897810218978103,0,-6,191499.38,-0.03706790665028953,0,2,-192793.52000000002,0.01580024924336835
B242,False,5,5,2,87824.77,0.05405405405405406,5,2,164039.06,0.07575757575757576,5,7,72039.37,0.0,0,0,76214.29,0.021703521703521703,0,5,-91999.69,-0.07575757575757576
B243,False,7,7,2,455125.0,0.025974025974025976,7,4,652350.04,0.011363636363636364,6,10,420726.87999999995,0.016129032258064516,0,2,197225.04000000004,-0.014610389610389612,-1,6,-231623.1600000001,0.004765395894428152
B244,False,4,4,1,91657.86,0.0,4,1,152569.64,0.020833333333333332,4,2,215796.08000000005,0.018867924528301886,0,0,60911.78000000001,0.020833333333333332,0,1,63226.44000000003,-0.001965408805031446
B245,False,6,6,3,80734.84000000001,0.0,6,1,61451.44,0.0625,6,3,48936.83,0.0,0,-2,-19283.40000000001,0.0625,0,2,-12514.61,-0.0625
B246,False,5,5,4,202022.12,0.0625,5,1,192823.97,0.033112582781456956,5,3,184169.59999999998,0.03787878787878788,0,-3,-9198.149999999994,-0.029387417218543044,0,2,-8654.370000000024,0.004766205097330924
B247,False,3,3,0,67972.06000000001,0.041666666666666664,3,1,34015.10999999999,0.03225806451612903,3,0,46279.11,0.0,0,1,-33956.95000000002,-0.009408602150537633,0,-1,12264.000000000007,-0.03225806451612903
B248,False,6,6,10,96232.62000000001,0.058823529411764705,6,2,113054.20000000001,0.09375,5,1,175964.90999999997,0.0,0,-8,16821.58,0.034926470588235295,-1,-1,62910.70999999996,-0.09375
B249,False,10,9,16,191369.79,0.03225806451612903,9,11,178021.68,0.031007751937984496,10,16,188074.68,0.022222222222222223,0,-5,-13348.110000000015,-0.0012503125781445357,1,5,10053.0,-0.008785529715762273
B250,False,4,4,1,197295.03000000003,0.02040816326530612,4,1,312872.67,0.04854368932038835,4,2,228498.25000000003,0.11702127659574468,0,0,115577.63999999996,0.028135526055082228,0,1,-84374.41999999995,0.06847758727535633
B251,False,6,5,4,162847.66,0.04,6,3,147771.20000000004,0.0,6,7,131960.16999999998,0.030303030303030304,1,-1,-15076.459999999963,-0.04,0,4,-15811.030000000057,0.030303030303030304
B252,False,3,3,0,38958.69,0.2222222222222222,2,0,5740.01,0.0,3,1,22439.04,0.09090909090909091,-1,0,-33218.68,-0.2222222222222222,1,1,16699.03,0.09090909090909091
B253,False,4,4,4,125408.47000000002,0.0,4,3,41026.119999999995,0.0,4,1,77798.24000000002,0.023255813953488372,0,-1,-84382.35000000002,0.0,0,-2,36772.120000000024,0.023255813953488372
B254,False,5,5,2,211791.59,0.009615384615384616,4,0,255165.03999999998,0.008849557522123894,5,3,211412.64999999997,0.0,-1,-2,43373.44999999998,-0.0007658270932607222,1,3,-43752.390000000014,-0.008849557522123894
B255,False,4,4,3,112185.71,0.038461538461538464,3,0,72579.82999999999,0.0,4,0,120515.84000000001,0.023809523809523808,-1,-3,-39605.88000000002,-0.038461538461538464,1,0,47936.010000000024,0.023809523809523808
B256,False,4,3,1,26394.620000000003,0.05555555555555555,4,1,30907.44,0.0,4,3,56530.60999999999,0.0,1,0,4512.819999999996,-0.05555555555555555,0,2,25623.169999999995,0.0
B257,False,8,8,3,70087.09,0.0,8,6,63144.72,0.06451612903225806,8,6,55777.880000000005,0.027777777777777776,0,3,-6942.369999999995,0.06451612903225806,0,0,-7366.8399999999965,-0.036738351254480286
B258,False,4,4,1,99259.06000000001,0.0,4,4,71407.55,0.0,4,0,52913.100000000006,0.0,0,3,-27851.51000000001,0.0,0,-4,-18494.449999999997,0.0
B259,False,5,5,2,153854.13,0.021739130434782608,5,3,207821.82,0.06060606060606061,5,4,121783.22999999998,0.10465116279069768,0,1,53967.69,0.038866930171278,0,1,-86038.59000000003,0.04404510218463707
