transaction_id,merchant_id,customer_id,timestamp,amount,payment_method,device_id,ip_id,status
T00042767,M01325,C06046,2026-01-20 17:16:30,147.43,netbanking,D07448,I01963,SUCCESS
T00000240,M00010,C04873,2026-01-20 17:19:12,63.03,netbanking,D08551,I09357,SUCCESS
T00061815,M01962,C05644,2026-01-20 17:19:56,67.4,UPI,D08073,I01893,SUCCESS
T00057843,M01822,C04815,2026-01-20 17:21:08,184.49,UPI,D03890,I07517,SUCCESS
T00050177,M01540,C00515,2026-01-20 17:21:24,214.38,wallet,D01570,I03238,REFUNDED
T00072254,M02303,C00640,2026-01-20 17:22:37,39.42,UPI,D06518,I02445,SUCCESS
T00011757,M00377,C00766,2026-01-20 17:26:22,222.66,card,D00498,I05141,SUCCESS
T00084458,M02792,C07438,2026-01-20 17:27:27,32.45,UPI,D07255,I02221,SUCCESS
T00107414,M03598,C08103,2026-01-20 17:28:36,65.15,card,D08445,I08009,SUCCESS
T00089191,M02967,C00753,2026-01-20 17:28:52,74.06,netbanking,D09519,I01681,REFUNDED
T00063547,M02040,C07448,2026-01-20 17:29:42,94.92,card,D08368,I05229,SUCCESS
T00138104,M04551,C09046,2026-01-20 17:30:49,53.38,card,D00022,I00383,SUCCESS
T00067895,M02137,C00341,2026-01-20 17:32:14,209.77,card,D09514,I06179,SUCCESS
T00079612,M02615,C05280,2026-01-20 17:34:11,172.34,netbanking,D08513,I02778,SUCCESS
T00107036,M03591,C05128,2026-01-20 17:35:34,21.82,netbanking,D04757,I03637,SUCCESS
T00103619,M03443,C08412,2026-01-20 17:38:04,179.0,card,D03202,I01367,SUCCESS
T00119906,M03988,C09827,2026-01-20 17:38:32,27.88,card,D03438,I06553,SUCCESS
T00003368,M00108,C02574,2026-01-20 17:39:18,16.03,UPI,D07327,I03699,SUCCESS
T00073505,M02357,C01026,2026-01-20 17:40:54,140.12,UPI,D06816,I06270,SUCCESS
T00063933,M02045,C09683,2026-01-20 17:41:40,178.9,wallet,D04560,I09795,SUCCESS
T00013854,M00441,C00240,2026-01-20 17:41:53,73.82,netbanking,D02101,I06689,SUCCESS
T00018499,M00543,C02467,2026-01-20 17:43:28,39.51,card,D07054,I07013,SUCCESS
T00148607,M04953,C08128,2026-01-20 17:45:29,697.64,netbanking,D01225,I04547,SUCCESS
T00082527,M02728,C06100,2026-01-20 17:46:51,47.36,UPI,D02724,I05647,SUCCESS
T00017158,M00523,C07711,2026-01-20 17:48:27,95.24,card,D05370,I05680,SUCCESS
T00133127,M04414,C01472,2026-01-20 17:50:10,120.44,netbanking,D06412,I04127,SUCCESS
T00037234,M01147,C03579,2026-01-20 17:50:45,98.8,UPI,D01395,I00883,SUCCESS
T00020214,M00586,C04741,2026-01-20 17:50:50,78.99,wallet,D01756,I08248,SUCCESS
T00089305,M02974,C06051,2026-01-20 17:51:11,17.78,card,D01067,I09788,SUCCESS
T00089051,M02962,C00100,2026-01-20 17:51:17,122.83,card,D01579,I07775,SUCCESS
T00123831,M04083,C08743,2026-01-20 17:51:32,328.15,card,D07376,I07508,SUCCESS
T00052628,M01624,C04423,2026-01-20 17:52:02,375.05,UPI,D04433,I09476,SUCCESS
T00035125,M01064,C03106,2026-01-20 17:53:47,178.68,wallet,D09001,I02314,SUCCESS
T00039418,M01198,C01220,2026-01-20 17:55:35,72.54,wallet,D08739,I02746,SUCCESS
T00075924,M02477,C06322,2026-01-20 17:56:28,50.2,netbanking,D09605,I09722,SUCCESS
T00143048,M04752,C07593,2026-01-20 17:57:57,52.26,wallet,D09107,I03021,SUCCESS
T00059555,M01861,C07197,2026-01-20 17:58:17,29.15,netbanking,D05484,I08483,SUCCESS
T00128532,M04233,C06024,2026-01-20 17:59:01,97.16,card,D09957,I07697,SUCCESS
T00118187,M03932,C09513,2026-01-20 17:59:07,207.22,UPI,D00619,I09879,FAILED
T00139826,M04615,C04167,2026-01-20 17:59:46,39.98,UPI,D01685,I04541,SUCCESS
T00006216,M00197,C08087,2026-01-20 17:59:48,92.11,wallet,D06602,I05552,SUCCESS
T00127824,M04218,C05446,2026-01-20 18:02:53,202.75,card,D07104,I00877,SUCCESS
T00132855,M04408,C08650,2026-01-20 18:03:44,97.8,netbanking,D02493,I00619,SUCCESS
T00047270,M01468,C04710,2026-01-20 18:07:18,56.71,card,D03074,I03168,SUCCESS
T00077900,M02553,C02173,2026-01-20 18:08:10,31.15,card,D05344,I04007,SUCCESS
T00090056,M02990,C00389,2026-01-20 18:08:14,136.44,UPI,D05152,I07399,SUCCESS
T00049538,M01518,C05261,2026-01-20 18:08:32,176.57,wallet,D03622,I03061,SUCCESS
T00136676,M04506,C07249,2026-01-20 18:08:33,167.96,UPI,D01732,I06243,SUCCESS
T00068983,M02185,C09025,2026-01-20 18:10:04,13.78,UPI,D00030,I03327,SUCCESS
T00117820,M03918,C00176,2026-01-20 18:10:28,30.13,netbanking,D09703,I09306,SUCCESS
T00014531,M00452,C00854,2026-01-20 18:10:30,90.7,UPI,D09613,I07361,SUCCESS
T00060242,M01892,C03220,2026-01-20 18:11:41,28.57,card,D06040,I02910,SUCCESS
T00070622,M02252,C02448,2026-01-20 18:12:24,46.41,netbanking,D07047,I03400,SUCCESS
T00121204,M04017,C05088,2026-01-20 18:13:29,99.51,UPI,D06963,I01082,SUCCESS
T00102651,M03393,C01240,2026-01-20 18:13:45,63.78,UPI,D08095,I02261,SUCCESS
T00098870,M03256,C01361,2026-01-20 18:13:54,18.12,card,D06047,I05222,REFUNDED
T00141354,M04678,C05068,2026-01-20 18:15:26,407.78,card,D08710,I06547,SUCCESS
T00019478,M00574,C05392,2026-01-20 18:16:32,225.88,netbanking,D02265,I08043,SUCCESS
T00087553,M02909,C08026,2026-01-20 18:18:34,131.05,wallet,D01880,I01489,SUCCESS
T00113883,M03796,C04295,2026-01-20 18:19:31,70.17,card,D08271,I04634,SUCCESS
T00117192,M03903,C01030,2026-01-20 18:19:41,51.26,UPI,D02572,I07066,SUCCESS
T00131552,M04358,C02031,2026-01-20 18:20:09,155.68,UPI,D06435,I01305,SUCCESS
T00139691,M04608,C04743,2026-01-20 18:21:01,9.64,netbanking,D06048,I01584,SUCCESS
T00027532,M00785,C04092,2026-01-20 18:21:29,51.76,card,D00606,I03616,SUCCESS
T00010651,M00343,C02821,2026-01-20 18:21:42,158.57,netbanking,D01892,I01288,SUCCESS
T00037591,M01156,C01139,2026-01-20 18:23:52,165.64,UPI,D05280,I02658,SUCCESS
T00035753,M01082,C02186,2026-01-20 18:24:09,88.98,card,D02578,I03413,SUCCESS
T00063178,M02026,C07637,2026-01-20 18:25:46,100.54,card,D01676,I06141,SUCCESS
T00054632,M01711,C02275,2026-01-20 18:26:01,27.3,card,D05823,I08287,FAILED
T00001645,M00052,C00909,2026-01-20 18:26:31,69.36,card,D09904,I09102,REFUNDED
T00037615,M01156,C01759,2026-01-20 18:28:27,62.48,UPI,D05280,I02658,SUCCESS
T00094362,M03121,C02393,2026-01-20 18:28:28,33.05,UPI,D09575,I02767,SUCCESS
T00140133,M04638,C01136,2026-01-20 18:28:48,136.63,UPI,D03285,I09606,SUCCESS
T00031279,M00933,C09027,2026-01-20 18:28:52,143.41,netbanking,D00091,I05837,SUCCESS
T00024689,M00727,C00576,2026-01-20 18:29:14,57.86,card,D00432,I08166,SUCCESS
T00140157,M04638,C01789,2026-01-20 18:30:33,437.72,UPI,D03285,I09606,SUCCESS
T00092425,M03071,C07283,2026-01-20 18:30:47,201.7,UPI,D04751,I01073,SUCCESS
T00047962,M01477,C03116,2026-01-20 18:31:04,40.63,card,D04542,I09251,SUCCESS
T00131974,M04377,C09015,2026-01-20 18:31:11,30.83,card,D07850,I09718,SUCCESS
T00114000,M03797,C00431,2026-01-20 18:32:26,41.93,UPI,D00979,I06924,SUCCESS
T00045598,M01405,C00492,2026-01-20 18:33:52,34.52,UPI,D00455,I08681,SUCCESS
T00034546,M01046,C06749,2026-01-20 18:34:52,72.11,UPI,D00747,I08890,SUCCESS
T00038933,M01181,C05276,2026-01-20 18:35:34,20.58,netbanking,D04406,I07783,SUCCESS
T00043554,M01361,C03502,2026-01-20 18:35:51,84.99,card,D04964,I09283,SUCCESS
T00087716,M02909,C03989,2026-01-20 18:36:04,44.56,UPI,D01880,I01489,SUCCESS
T00017589,M00534,C03737,2026-01-20 18:36:36,65.03,netbanking,D09447,I02423,SUCCESS
T00027590,M00785,C00171,2026-01-20 18:37:10,40.35,card,D00606,I03616,SUCCESS
T00026101,M00773,C02044,2026-01-20 18:38:13,69.94,card,D06640,I01600,SUCCESS
T00006553,M00201,C06024,2026-01-20 18:38:38,183.68,card,D06738,I04990,SUCCESS
T00071387,M02278,C01327,2026-01-20 18:38:56,75.77,netbanking,D08800,I05373,SUCCESS
T00142910,M04742,C09430,2026-01-20 18:41:03,21.21,UPI,D01217,I04524,SUCCESS
T00129674,M04284,C04026,2026-01-20 18:41:58,107.62,UPI,D02518,I07045,SUCCESS
T00026005,M00770,C08617,2026-01-20 18:42:44,39.55,netbanking,D09200,I08958,SUCCESS
T00049746,M01523,C04516,2026-01-20 18:42:45,89.78,card,D05086,I04898,SUCCESS
T00029244,M00849,C03724,2026-01-20 18:43:38,45.08,card,D07490,I09156,SUCCESS
T00071553,M02278,C00313,2026-01-20 18:43:44,34.87,netbanking,D08800,I05373,SUCCESS
T00120778,M04001,C08286,2026-01-20 18:45:10,32.67,UPI,D01004,I09535,SUCCESS
T00081589,M02684,C00563,2026-01-20 18:46:16,162.36,netbanking,D01853,I00181,SUCCESS
T00107415,M03598,C08103,2026-01-20 18:46:35,21.03,card,D08445,I08009,SUCCESS
T00069991,M02231,C00480,2026-01-20 18:47:04,20.5,UPI,D06665,I06346,SUCCESS
T00066823,M02112,C08564,2026-01-20 18:48:31,27.13,netbanking,D03908,I05817,SUCCESS
T00110744,M03695,C04235,2026-01-20 18:49:02,89.38,UPI,D06883,I03849,SUCCESS
T00005625,M00181,C04483,2026-01-20 18:50:21,22.61,UPI,D04295,I08297,SUCCESS
T00118200,M03932,C04917,2026-01-20 18:51:16,113.47,netbanking,D00619,I09879,SUCCESS
T00130086,M04292,C02351,2026-01-20 18:55:53,27.31,UPI,D03142,I09470,SUCCESS
T00080860,M02658,C00587,2026-01-20 18:56:22,197.09,netbanking,D04762,I04305,SUCCESS
T00139817,M04615,C02692,2026-01-20 18:59:00,36.33,card,D01685,I04541,SUCCESS
T00071137,M02268,C07884,2026-01-20 19:03:02,143.29,card,D04028,I08789,SUCCESS
T00145732,M04870,C04747,2026-01-20 19:07:55,443.53,wallet,D02879,I09387,SUCCESS
T00143603,M04782,C09024,2026-01-20 19:08:14,50.18,netbanking,D09906,I04395,SUCCESS
T00099919,M03312,C06546,2026-01-20 19:09:04,78.26,UPI,D05771,I04160,SUCCESS
T00004726,M00155,C06602,2026-01-20 19:12:00,126.59,card,D00962,I00904,SUCCESS
T00053370,M01650,C09244,2026-01-20 19:12:06,241.01,card,D02508,I05425,SUCCESS
T00117240,M03903,C01491,2026-01-20 19:13:24,199.89,netbanking,D02572,I07066,SUCCESS
T00140168,M04638,C06161,2026-01-20 19:14:43,79.82,wallet,D03285,I09606,SUCCESS
T00071259,M02271,C08665,2026-01-20 19:20:00,227.1,UPI,D06712,I01151,REFUNDED
T00102715,M03395,C01163,2026-01-20 19:22:13,79.02,UPI,D04962,I02076,SUCCESS
T00063964,M02046,C01539,2026-01-20 19:22:19,108.96,UPI,D03180,I04483,SUCCESS
T00121509,M04017,C03918,2026-01-20 19:22:27,1172.66,UPI,D06963,I01082,SUCCESS
T00069179,M02198,C07923,2026-01-20 19:25:40,33.81,wallet,D04342,I02262,SUCCESS
T00132448,M04396,C02533,2026-01-20 19:25:49,40.74,UPI,D09706,I09310,SUCCESS
T00018677,M00547,C02040,2026-01-20 19:26:11,34.82,card,D08837,I08882,SUCCESS
T00107028,M03591,C03188,2026-01-20 19:27:09,61.12,wallet,D04757,I03637,SUCCESS
T00056859,M01782,C06663,2026-01-20 19:28:32,56.92,card,D05486,I03621,SUCCESS
T00097301,M03193,C08819,2026-01-20 19:28:37,101.92,UPI,D08703,I08475,SUCCESS
T00045112,M01399,C07106,2026-01-20 19:28:47,72.58,UPI,D00148,I09639,SUCCESS
T00127658,M04218,C06569,2026-01-20 19:32:07,94.88,netbanking,D07104,I00877,SUCCESS
T00069671,M02221,C07636,2026-01-20 19:32:25,162.24,wallet,D02214,I03346,SUCCESS
T00011771,M00377,C01617,2026-01-20 19:33:31,415.32,netbanking,D00498,I05141,SUCCESS
T00043559,M01361,C01672,2026-01-20 19:34:02,52.81,UPI,D04964,I09283,SUCCESS
T00138144,M04551,C09478,2026-01-20 19:34:53,163.02,card,D00022,I00383,SUCCESS
T00014454,M00451,C00125,2026-01-20 19:35:29,35.13,card,D02333,I06917,SUCCESS
T00041271,M01262,C02104,2026-01-20 19:37:21,179.62,card,D05019,I08210,REFUNDED
T00056940,M01786,C08808,2026-01-20 19:37:24,295.31,wallet,D01107,I02099,SUCCESS
T00031737,M00950,C01894,2026-01-20 19:37:40,76.09,UPI,D00115,I03935,SUCCESS
T00102122,M03380,C03291,2026-01-20 19:39:14,84.47,netbanking,D02932,I08869,SUCCESS
T00147598,M04932,C03272,2026-01-20 19:40:10,315.76,wallet,D06689,I03602,SUCCESS
T00077859,M02551,C00858,2026-01-20 19:43:01,54.64,UPI,D06853,I04958,SUCCESS
T00066244,M02090,C09480,2026-01-20 19:43:37,75.86,UPI,D04617,I00605,SUCCESS
T00025368,M00752,C01194,2026-01-20 19:44:12,136.46,card,D09984,I07009,SUCCESS
T00136589,M04505,C06120,2026-01-20 19:44:28,46.59,UPI,D02135,I06753,SUCCESS
T00130089,M04292,C03516,2026-01-20 19:45:10,48.65,UPI,D03142,I09470,SUCCESS
T00120998,M04014,C08548,2026-01-20 19:45:40,50.85,netbanking,D07433,I03432,SUCCESS
T00120607,M03998,C03952,2026-01-20 19:46:00,108.83,wallet,D04856,I01583,SUCCESS
T00146731,M04899,C08571,2026-01-20 19:48:05,47.65,card,D08423,I01470,SUCCESS
T00147534,M04932,C01595,2026-01-20 19:49:50,36.19,netbanking,D06689,I03602,SUCCESS
T00147679,M04932,C07158,2026-01-20 19:50:39,30.33,card,D06689,I03602,SUCCESS
T00010241,M00320,C05801,2026-01-20 19:52:12,27.05,netbanking,D05546,I06349,SUCCESS
T00086092,M02858,C09087,2026-01-20 19:53:18,219.45,UPI,D09364,I07596,SUCCESS
T00125198,M04142,C06038,2026-01-20 19:55:19,74.21,card,D04269,I03974,SUCCESS
T00147538,M04932,C09284,2026-01-20 19:58:58,84.96,UPI,D06689,I03602,SUCCESS
T00054740,M01711,C00273,2026-01-20 20:00:47,35.69,card,D05823,I08287,SUCCESS
T00053210,M01644,C07184,2026-01-20 20:02:30,59.43,card,D02935,I09210,SUCCESS
T00072821,M02337,C01853,2026-01-20 20:02:48,23.52,UPI,D02823,I03845,SUCCESS
T00039029,M01182,C02281,2026-01-20 20:03:23,48.75,netbanking,D04677,I01628,SUCCESS
T00142500,M04735,C08211,2026-01-20 20:04:12,35.48,card,D09896,I02631,SUCCESS
T00146135,M04878,C08152,2026-01-20 20:04:53,26.25,netbanking,D04383,I03228,SUCCESS
T00107052,M03592,C01738,2026-01-20 20:05:40,124.05,UPI,D04058,I08728,SUCCESS
T00058189,M01844,C09984,2026-01-20 20:06:24,580.79,wallet,D03906,I06584,SUCCESS
T00145527,M04861,C05559,2026-01-20 20:08:05,54.09,wallet,D09348,I01831,SUCCESS
T00141994,M04706,C02847,2026-01-20 20:08:27,32.98,UPI,D07534,I07599,SUCCESS
T00137429,M04528,C03361,2026-01-20 20:08:27,46.67,wallet,D01036,I07050,SUCCESS
T00128791,M04247,C00555,2026-01-20 20:09:56,70.71,netbanking,D02431,I09001,SUCCESS
T00094754,M03126,C07326,2026-01-20 20:10:32,92.4,UPI,D09054,I06486,SUCCESS
T00135588,M04478,C02313,2026-01-20 20:11:15,307.44,netbanking,D03335,I09021,SUCCESS
T00091714,M03044,C07452,2026-01-20 20:11:25,527.76,netbanking,D06173,I09699,SUCCESS
T00105604,M03522,C01671,2026-01-20 20:11:40,132.55,wallet,D07602,I04928,SUCCESS
T00016702,M00520,C01313,2026-01-20 20:11:58,13.27,card,D05983,I01854,REFUNDED
T00042411,M01306,C01255,2026-01-20 20:12:02,253.67,card,D00596,I00672,SUCCESS
T00147558,M04932,C06491,2026-01-20 20:12:15,107.75,UPI,D06689,I03602,SUCCESS
T00013169,M00426,C00576,2026-01-20 20:15:13,121.73,card,D00850,I03319,SUCCESS
T00075174,M02434,C03281,2026-01-20 20:15:17,58.7,card,D08395,I00661,SUCCESS
T00008503,M00276,C01106,2026-01-20 20:15:57,85.39,UPI,D03869,I01408,SUCCESS
T00000054,M00004,C00543,2026-01-20 20:17:01,71.1,UPI,D09536,I02760,SUCCESS
T00112237,M03737,C08973,2026-01-20 20:17:15,121.56,UPI,D02688,I04477,SUCCESS
T00004182,M00132,C05289,2026-01-20 20:19:23,252.15,card,D00786,I06073,SUCCESS
T00054865,M01712,C05245,2026-01-20 20:20:21,118.03,UPI,D04049,I02135,SUCCESS
T00076147,M02483,C02406,2026-01-20 20:20:47,44.19,card,D04593,I06889,SUCCESS
T00006316,M00199,C00703,2026-01-20 20:22:19,140.5,UPI,D07773,I06926,REFUNDED
T00096872,M03185,C07889,2026-01-20 20:22:22,62.27,wallet,D03212,I06225,SUCCESS
T00144063,M04796,C04740,2026-01-20 20:22:58,33.81,card,D02915,I05069,SUCCESS
T00126211,M04169,C05108,2026-01-20 20:23:52,144.0,wallet,D05023,I06725,SUCCESS
T00041508,M01270,C01225,2026-01-20 20:25:51,303.91,wallet,D00834,I00871,SUCCESS
T00025640,M00756,C08186,2026-01-20 20:26:23,110.23,card,D09444,I00753,SUCCESS
T00107918,M03618,C03920,2026-01-20 20:27:39,50.3,UPI,D00797,I01270,SUCCESS
T00071516,M02278,C06051,2026-01-20 20:27:42,107.5,card,D08800,I05373,SUCCESS
T00125920,M04158,C04792,2026-01-20 20:28:08,105.29,UPI,D06368,I07622,SUCCESS
T00087826,M02917,C05944,2026-01-20 20:28:15,69.25,card,D03158,I07881,SUCCESS
T00038568,M01173,C09139,2026-01-20 20:28:34,40.87,UPI,D08082,I04753,SUCCESS
T00127647,M04218,C09408,2026-01-20 20:28:58,62.18,netbanking,D07104,I00877,SUCCESS
T00099551,M03298,C08848,2026-01-20 20:30:14,72.22,UPI,D03600,I00964,SUCCESS
T00010744,M00348,C08214,2026-01-20 20:31:13,70.9,UPI,D07366,I08993,SUCCESS
T00083186,M02756,C04200,2026-01-20 20:31:39,22.74,card,D03284,I02009,SUCCESS
T00108373,M03628,C08334,2026-01-20 20:31:56,40.83,UPI,D03089,I00546,SUCCESS
T00089411,M02975,C06361,2026-01-20 20:32:48,20.95,netbanking,D04468,I09886,SUCCESS
T00101926,M03377,C09593,2026-01-20 20:35:58,221.91,UPI,D03565,I04220,SUCCESS
T00006471,M00199,C03359,2026-01-20 20:36:34,46.13,UPI,D07773,I06926,SUCCESS
T00051807,M01602,C09783,2026-01-20 20:38:57,110.62,card,D05075,I06679,SUCCESS
T00003022,M00092,C06086,2026-01-20 20:39:33,170.46,UPI,D02176,I02652,SUCCESS
T00079745,M02620,C00581,2026-01-20 20:39:33,244.12,card,D07979,I02221,SUCCESS
T00073708,M02368,C03532,2026-01-20 20:41:25,186.07,wallet,D00676,I07785,SUCCESS
T00059263,M01860,C04223,2026-01-20 20:42:58,58.49,wallet,D05934,I04215,SUCCESS
T00135723,M04489,C07434,2026-01-20 20:43:21,49.36,UPI,D08877,I09505,REFUNDED
T00054801,M01711,C07267,2026-01-20 20:43:27,75.44,card,D05823,I08287,SUCCESS
T00083288,M02759,C02583,2026-01-20 20:45:25,136.17,UPI,D03886,I09268,SUCCESS
T00117804,M03917,C03779,2026-01-20 20:45:41,88.55,card,D09735,I04024,REFUNDED
T00081904,M02705,C03477,2026-01-20 20:46:04,41.23,UPI,D08038,I03224,SUCCESS
T00081609,M02684,C06798,2026-01-20 20:46:30,53.38,netbanking,D01853,I00181,SUCCESS
T00047455,M01472,C06724,2026-01-20 20:46:50,38.77,card,D04781,I02507,SUCCESS
T00112611,M03745,C08948,2026-01-20 20:47:26,26.21,card,D07690,I08460,SUCCESS
T00112102,M03734,C07323,2026-01-20 20:52:01,46.73,card,D03433,I06237,SUCCESS
T00013656,M00430,C01990,2026-01-20 20:52:10,67.87,UPI,D01080,I03439,SUCCESS
T00036717,M01126,C06058,2026-01-20 20:53:12,121.75,netbanking,D00560,I05082,SUCCESS
T00046343,M01430,C02025,2026-01-20 20:53:13,153.84,netbanking,D02680,I03102,SUCCESS
T00012626,M00400,C08119,2026-01-20 20:56:34,570.57,card,D00019,I03214,SUCCESS
T00064515,M02051,C08119,2026-01-20 20:58:15,234.36,card,D09572,I04705,REFUNDED
T00102917,M03412,C02644,2026-01-20 20:58:48,134.98,netbanking,D00147,I06740,SUCCESS
T00087813,M02917,C06741,2026-01-20 20:58:49,126.56,card,D03158,I07881,SUCCESS
T00059583,M01862,C08465,2026-01-20 21:01:15,42.12,UPI,D03995,I01834,SUCCESS
T00129304,M04271,C04255,2026-01-20 21:01:41,230.64,UPI,D00075,I07262,SUCCESS
T00073754,M02369,C01959,2026-01-20 21:02:55,18.91,UPI,D05390,I07767,SUCCESS
T00127808,M04218,C09782,2026-01-20 21:02:56,53.25,UPI,D07104,I00877,SUCCESS
T00018791,M00549,C02081,2026-01-20 21:03:07,453.46,card,D09137,I02795,SUCCESS
T00144628,M04815,C01954,2026-01-20 21:04:03,104.82,netbanking,D09357,I07754,SUCCESS
T00111371,M03716,C01856,2026-01-20 21:04:45,71.41,netbanking,D05018,I06045,SUCCESS
T00012955,M00418,C01421,2026-01-20 21:04:51,81.11,card,D03484,I06308,SUCCESS
T00034450,M01046,C05605,2026-01-20 21:05:17,58.31,netbanking,D00747,I08890,SUCCESS
T00011542,M00372,C07850,2026-01-20 21:08:00,274.53,card,D00900,I01573,SUCCESS
T00141653,M04690,C06196,2026-01-20 21:08:36,45.73,netbanking,D04415,I04067,SUCCESS
T00078969,M02590,C05708,2026-01-20 21:09:30,213.59,netbanking,D05181,I02263,SUCCESS
T00080638,M02653,C03702,2026-01-20 21:09:47,45.37,UPI,D02995,I06735,SUCCESS
T00133656,M04424,C04037,2026-01-20 21:10:21,76.19,UPI,D05386,I08140,SUCCESS
T00051793,M01601,C08438,2026-01-20 21:12:25,355.01,UPI,D02146,I03268,SUCCESS
T00091178,M03029,C06181,2026-01-20 21:13:02,90.83,UPI,D01796,I05456,SUCCESS
T00078598,M02572,C06253,2026-01-20 21:15:10,197.98,card,D06381,I04122,SUCCESS
T00052328,M01623,C05624,2026-01-20 21:16:07,46.58,netbanking,D02664,I00286,REFUNDED
T00118742,M03950,C02118,2026-01-20 21:16:53,39.15,UPI,D07680,I00430,SUCCESS
T00031841,M00960,C08814,2026-01-20 21:17:25,80.95,wallet,D04052,I07735,SUCCESS
T00143895,M04787,C08164,2026-01-20 21:20:13,115.35,card,D01758,I06299,SUCCESS
T00127602,M04217,C01167,2026-01-20 21:21:59,79.34,netbanking,D02227,I04487,SUCCESS
T00015510,M00491,C07474,2026-01-20 21:22:06,82.21,card,D03006,I01284,SUCCESS
T00125975,M04163,C00913,2026-01-20 21:22:19,94.19,wallet,D04945,I07081,SUCCESS
T00143337,M04772,C08474,2026-01-20 21:23:00,285.77,UPI,D09158,I09799,SUCCESS
T00063272,M02033,C06266,2026-01-20 21:23:48,144.58,card,D07032,I00876,SUCCESS
T00067813,M02131,C09960,2026-01-20 21:28:22,35.02,UPI,D00801,I02200,SUCCESS
T00016529,M00520,C07880,2026-01-20 21:28:24,132.86,netbanking,D05983,I01854,SUCCESS
T00063365,M02037,C02616,2026-01-20 21:30:01,124.14,UPI,D06368,I06652,SUCCESS
T00029764,M00878,C01754,2026-01-20 21:33:43,191.67,card,D04668,I08390,SUCCESS
T00030013,M00888,C09152,2026-01-20 21:34:18,250.32,netbanking,D02374,I02879,SUCCESS
T00004767,M00156,C08778,2026-01-20 21:35:00,183.84,wallet,D00053,I09977,SUCCESS
T00130225,M04292,C00796,2026-01-20 21:35:50,55.56,UPI,D03142,I09470,SUCCESS
T00103277,M03423,C07474,2026-01-20 21:37:45,329.01,card,D05009,I04574,SUCCESS
T00066806,M02112,C02987,2026-01-20 21:38:33,171.99,netbanking,D03908,I05817,SUCCESS
T00074347,M02385,C08651,2026-01-20 21:40:58,38.91,netbanking,D07296,I08969,SUCCESS
T00056619,M01771,C02299,2026-01-20 21:41:47,70.58,UPI,D04819,I03483,SUCCESS
T00032524,M00968,C06931,2026-01-20 21:42:56,57.11,wallet,D04212,I06057,SUCCESS
T00139779,M04612,C02098,2026-01-20 21:45:09,20.54,card,D06004,I00375,SUCCESS
T00046473,M01441,C04099,2026-01-20 21:46:58,106.14,card,D06552,I05754,REFUNDED
T00102272,M03387,C03411,2026-01-20 21:47:19,179.9,card,D05502,I06376,SUCCESS
T00083851,M02769,C02237,2026-01-20 21:47:24,285.67,netbanking,D06369,I05549,SUCCESS
T00061328,M01947,C00969,2026-01-20 21:47:46,29.51,netbanking,D08274,I02996,SUCCESS
T00006933,M00211,C03074,2026-01-20 21:47:46,174.55,netbanking,D01260,I09695,SUCCESS
T00096649,M03178,C01380,2026-01-20 21:48:18,188.4,card,D04636,I00521,SUCCESS
T00136282,M04498,C08597,2026-01-20 21:49:54,55.1,UPI,D09164,I09372,SUCCESS
T00126484,M04176,C06086,2026-01-20 21:52:24,91.0,netbanking,D05504,I09809,REFUNDED
T00125028,M04133,C08933,2026-01-20 21:53:20,24.24,wallet,D03433,I04816,SUCCESS
T00089978,M02990,C05322,2026-01-20 21:53:24,36.45,netbanking,D05152,I07399,SUCCESS
T00148436,M04945,C04183,2026-01-20 21:53:52,101.65,netbanking,D03575,I09655,SUCCESS
T00095303,M03143,C00466,2026-01-20 21:54:15,64.9,card,D08590,I00286,SUCCESS
T00122804,M04040,C09880,2026-01-20 21:55:23,108.18,UPI,D01260,I05792,SUCCESS
T00117264,M03903,C01786,2026-01-20 21:58:10,104.85,UPI,D02572,I07066,SUCCESS
T00069589,M02217,C06377,2026-01-20 21:58:37,705.61,card,D00494,I04066,SUCCESS
T00061637,M01952,C09510,2026-01-20 21:58:57,151.49,UPI,D00609,I09816,REFUNDED
T00052827,M01632,C00542,2026-01-20 21:59:45,62.0,card,D00166,I03004,SUCCESS
T00031690,M00949,C05592,2026-01-20 22:00:44,262.28,netbanking,D05898,I01571,SUCCESS
T00139797,M04612,C04715,2026-01-20 22:01:10,355.63,card,D06004,I00375,REFUNDED
T00026767,M00785,C01707,2026-01-20 22:01:32,69.22,card,D00606,I03616,SUCCESS
T00048650,M01493,C02086,2026-01-20 22:05:38,56.69,netbanking,D00686,I09623,SUCCESS
T00016953,M00523,C05739,2026-01-20 22:06:25,102.28,card,D05370,I05680,SUCCESS
T00126291,M04173,C08604,2026-01-20 22:10:23,219.72,netbanking,D05412,I02683,SUCCESS
T00089681,M02984,C08294,2026-01-20 22:11:00,22.71,netbanking,D09079,I06914,SUCCESS
T00109037,M03643,C01093,2026-01-20 22:11:41,26.03,card,D09912,I03460,SUCCESS
T00002107,M00070,C02437,2026-01-20 22:11:58,79.88,card,D08360,I01546,SUCCESS
T00062203,M01983,C02034,2026-01-20 22:12:05,32.29,netbanking,D03938,I01116,SUCCESS
T00061703,M01956,C03737,2026-01-20 22:12:10,309.65,wallet,D07856,I04200,SUCCESS
T00128614,M04236,C08293,2026-01-20 22:12:16,52.6,netbanking,D04185,I00772,SUCCESS
T00132573,M04397,C05615,2026-01-20 22:12:44,177.84,UPI,D06348,I03100,REFUNDED
