merchant_id,entity_type,entity_id,start_time,end_time
M00434,ip,I06984,2026-01-01 00:00:00,2026-04-01
M00434,device,D06608,2026-01-01 00:00:00,2026-04-01
M00435,ip,I07541,2026-01-01 00:00:00,2026-04-01
M00435,device,D02272,2026-01-01 00:00:00,2026-03-07
M00435,device,D01018,2026-03-07 00:00:00,2026-04-01
M00436,ip,I08802,2026-02-27 00:00:00,2026-04-01
M00436,device,D09595,2026-02-27 00:00:00,2026-04-01
M00437,ip,I04782,2026-01-01 00:00:00,2026-02-20
M00437,device,D02450,2026-01-01 00:00:00,2026-02-20
M00438,ip,I08166,2026-01-01 00:00:00,2026-02-16
M00438,device,D07143,2026-01-01 00:00:00,2026-04-01
M00439,ip,I04269,2026-01-01 00:00:00,2026-02-28
M00439,device,D04400,2026-01-01 00:00:00,2026-04-01
M00440,ip,I01988,2026-01-01 00:00:00,2026-04-01
M00440,device,D02275,2026-01-01 00:00:00,2026-04-01
M00441,ip,I06689,2026-01-01 00:00:00,2026-04-01
M00441,device,D02101,2026-01-01 00:00:00,2026-03-16
M00441,device,D06903,2026-03-16 00:00:00,2026-04-01
M00442,ip,I06833,2026-03-17 00:00:00,2026-04-01
M00442,device,D07073,2026-03-17 00:00:00,2026-04-01
M00443,ip,I07466,2026-02-27 00:00:00,2026-02-17
M00443,device,D01811,2026-02-27 00:00:00,2026-04-01
M00444,ip,I03109,2026-01-01 00:00:00,2026-01-31
M00444,device,D09480,2026-01-01 00:00:00,2026-04-01
M00445,ip,I06702,2026-01-01 00:00:00,2026-04-01
M00445,device,D09632,2026-01-01 00:00:00,2026-04-01
M00446,ip,I02844,2026-01-01 00:00:00,2026-04-01
M00446,device,D08017,2026-01-01 00:00:00,2026-04-01
M00447,ip,I07638,2026-01-01 00:00:00,2026-04-01
M00447,device,D06259,2026-01-01 00:00:00,2026-04-01
M00448,ip,I01441,2026-01-01 00:00:00,2026-04-01
M00448,device,D09177,2026-01-01 00:00:00,2026-04-01
M00449,ip,I09061,2026-01-01 00:00:00,2026-04-01
M00449,device,D01102,2026-01-01 00:00:00,2026-04-01
M00450,ip,I01088,2026-01-01 00:00:00,2026-04-01
M00450,device,D02607,2026-01-01 00:00:00,2026-04-01
M00451,ip,I06917,2026-01-01 00:00:00,2026-04-01
M00451,device,D02333,2026-01-01 00:00:00,2026-04-01
M00452,ip,I07361,2026-01-01 00:00:00,2026-04-01
M00452,device,D05188,2026-01-01 00:00:00,2026-01-12
M00452,device,D09613,2026-01-12 00:00:00,2026-04-01
M00453,ip,I05047,2026-01-09 00:00:00,2026-04-01
M00453,device,D04911,2026-01-09 00:00:00,2026-01-16
M00453,device,D02709,2026-01-16 00:00:00,2026-04-01
M00454,ip,I02085,2026-02-01 00:00:00,2026-04-01
M00454,device,D07981,2026-02-01 00:00:00,2026-04-01
M00455,ip,I09100,2026-02-17 00:00:00,2026-04-01
M00455,device,D04647,2026-02-17 00:00:00,2026-04-01
M00456,ip,I01417,2026-01-01 00:00:00,2026-04-01
M00456,device,D09007,2026-01-01 00:00:00,2026-04-01
M00457,ip,I02816,2026-01-01 00:00:00,2026-04-01
M00457,device,D07182,2026-01-01 00:00:00,2026-04-01
M00458,ip,I06519,2026-01-01 00:00:00,2026-04-01
M00458,device,D09812,2026-01-01 00:00:00,2026-04-01
M00459,ip,I05947,2026-01-01 00:00:00,2026-04-01
M00459,device,D04237,2026-01-01 00:00:00,2026-04-01
M00460,ip,I03105,2026-01-01 00:00:00,2026-04-01
M00460,device,D08958,2026-01-01 00:00:00,2026-04-01
M00461,ip,I05171,2026-01-01 00:00:00,2026-04-01
M00461,device,D07670,2026-01-01 00:00:00,2026-04-01
M00462,ip,I07008,2026-03-18 00:00:00,2026-04-01
M00462,device,D05074,2026-03-18 00:00:00,2026-03-25
M00462,device,D05954,2026-03-25 00:00:00,2026-04-01
M00463,ip,I04515,2026-01-01 00:00:00,2026-02-11
M00463,device,D03700,2026-01-01 00:00:00,2026-04-01
M00464,ip,I00330,2026-01-01 00:00:00,2026-04-01
M00464,device,D09483,2026-01-01 00:00:00,2026-01-24
M00464,device,D08300,2026-01-24 00:00:00,2026-04-01
M00465,ip,I03317,2026-01-01 00:00:00,2026-04-01
M00465,device,D02815,2026-01-01 00:00:00,2026-02-19
M00465,device,D00405,2026-02-19 00:00:00,2026-04-01
M00466,ip,I08357,2026-01-01 00:00:00,2026-02-02
M00466,device,D04292,2026-01-01 00:00:00,2026-02-02
M00467,ip,I01756,2026-01-01 00:00:00,2026-04-01
M00467,device,D03203,2026-01-01 00:00:00,2026-04-01
M00468,ip,I09762,2026-01-01 00:00:00,2026-04-01
M00468,device,D04854,2026-01-01 00:00:00,2026-03-13
M00468,device,D03481,2026-03-13 00:00:00,2026-04-01
M00469,ip,I02961,2026-01-30 00:00:00,2026-02-04
M00469,device,D01020,2026-01-30 00:00:00,2026-03-22
M00469,device,D02084,2026-03-22 00:00:00,2026-04-01
M00470,ip,I00691,2026-01-01 00:00:00,2026-04-01
M00470,device,D07006,2026-01-01 00:00:00,2026-04-01
M00471,ip,I00398,2026-01-01 00:00:00,2026-04-01
M00471,device,D08614,2026-01-01 00:00:00,2026-04-01
M00472,ip,I09357,2026-01-01 00:00:00,2026-04-01
M00472,device,D05355,2026-01-01 00:00:00,2026-04-01
M00473,ip,I06864,2026-01-01 00:00:00,2026-04-01
M00473,device,D00059,2026-01-01 00:00:00,2026-04-01
M00474,ip,I00257,2026-01-01 00:00:00,2026-04-01
M00474,device,D02898,2026-01-01 00:00:00,2026-03-21
M00474,device,D09749,2026-03-21 00:00:00,2026-04-01
M00475,ip,I00336,2026-01-01 00:00:00,2026-02-03
M00475,device,D01743,2026-01-01 00:00:00,2026-02-04
M00475,device,D09494,2026-02-13 00:00:00,2026-02-04
M00476,ip,I05886,2026-01-01 00:00:00,2026-04-01
M00476,device,D03061,2026-01-01 00:00:00,2026-04-01
M00477,ip,I05419,2026-01-01 00:00:00,2026-04-01
M00477,device,D00810,2026-01-01 00:00:00,2026-04-01
M00478,ip,I03259,2026-01-01 00:00:00,2026-04-01
M00478,device,D09723,2026-01-01 00:00:00,2026-04-01
M00479,ip,I05909,2026-02-06 00:00:00,2026-04-01
M00479,device,D04739,2026-02-06 00:00:00,2026-04-01
M00480,ip,I00105,2026-01-01 00:00:00,2026-04-01
M00480,device,D03661,2026-01-01 00:00:00,2026-04-01
M00481,ip,I03550,2026-01-01 00:00:00,2026-04-01
M00481,device,D02545,2026-01-01 00:00:00,2026-01-16
M00481,device,D06963,2026-01-16 00:00:00,2026-04-01
M00482,ip,I05859,2026-02-06 00:00:00,2026-04-01
M00482,device,D08695,2026-02-06 00:00:00,2026-04-01
M00483,ip,I06644,2026-01-01 00:00:00,2026-02-19
M00483,device,D08415,2026-01-01 00:00:00,2026-04-01
M00484,ip,I09446,2026-01-09 00:00:00,2026-04-01
M00484,device,D07889,2026-01-09 00:00:00,2026-04-01
M00485,ip,I03126,2026-02-18 00:00:00,2026-04-01
M00485,device,D00234,2026-02-18 00:00:00,2026-04-01
M00486,ip,I00344,2026-01-01 00:00:00,2026-04-01
M00486,device,D02042,2026-01-01 00:00:00,2026-04-01
M00487,ip,I08478,2026-01-01 00:00:00,2026-04-01
M00487,device,D09296,2026-01-01 00:00:00,2026-04-01
M00488,ip,I05638,2026-01-27 00:00:00,2026-04-01
M00488,device,D02959,2026-01-27 00:00:00,2026-04-01
M00489,ip,I04606,2026-02-24 00:00:00,2026-04-01
M00489,device,D00293,2026-02-24 00:00:00,2026-03-05
M00489,device,D06169,2026-03-05 00:00:00,2026-04-01
M00490,ip,I07990,2026-02-02 00:00:00,2026-04-01
M00490,device,D07931,2026-02-02 00:00:00,2026-04-01
M00491,ip,I01284,2026-01-01 00:00:00,2026-04-01
M00491,device,D03006,2026-01-01 00:00:00,2026-04-01
M00492,ip,I07160,2026-01-01 00:00:00,2026-04-01
M00492,device,D04549,2026-01-01 00:00:00,2026-02-23
M00492,device,D08640,2026-02-23 00:00:00,2026-04-01
M00493,ip,I08187,2026-01-01 00:00:00,2026-04-01
M00493,device,D03380,2026-01-01 00:00:00,2026-02-25
M00493,device,D04092,2026-02-25 00:00:00,2026-04-01
M00494,ip,I09267,2026-02-05 00:00:00,2026-04-01
M00494,device,D07106,2026-02-05 00:00:00,2026-04-01
M00495,ip,I07242,2026-02-05 00:00:00,2026-04-01
M00495,device,D02154,2026-02-05 00:00:00,2026-02-23
M00495,device,D09438,2026-02-23 00:00:00,2026-04-01
M00496,ip,I09023,2026-03-15 00:00:00,2026-04-01
M00496,device,D05509,2026-03-15 00:00:00,2026-04-01
M00497,ip,I09570,2026-01-01 00:00:00,2026-04-01
M00497,device,D01994,2026-01-01 00:00:00,2026-04-01
M00498,ip,I08553,2026-01-01 00:00:00,2026-04-01
M00498,device,D07192,2026-01-01 00:00:00,2026-03-25
M00498,device,D00913,2026-03-25 00:00:00,2026-04-01
M00499,ip,I00139,2026-01-01 00:00:00,2026-04-01
M00499,device,D01993,2026-01-01 00:00:00,2026-02-25
M00499,device,D01111,2026-02-25 00:00:00,2026-04-01
M00500,ip,I06971,2026-01-01 00:00:00,2026-04-01
M00500,device,D02297,2026-01-01 00:00:00,2026-03-24
M00500,device,D03778,2026-03-24 00:00:00,2026-04-01
M00501,ip,I06048,2026-01-01 00:00:00,2026-04-01
M00501,device,D04862,2026-01-01 00:00:00,2026-04-01
M00502,ip,I00732,2026-01-28 00:00:00,2026-04-01
M00502,device,D08293,2026-01-28 00:00:00,2026-02-06
M00502,device,D08871,2026-02-06 00:00:00,2026-04-01
M00503,ip,I03326,2026-01-01 00:00:00,2026-04-01
M00503,device,D09082,2026-01-01 00:00:00,2026-04-01
M00504,ip,I06599,2026-02-28 00:00:00,2026-04-01
M00504,device,D01810,2026-02-28 00:00:00,2026-03-14
M00504,device,D06239,2026-03-14 00:00:00,2026-04-01
M00505,ip,I08959,2026-01-01 00:00:00,2026-04-01
M00505,device,D01409,2026-01-01 00:00:00,2026-02-13
M00505,device,D00737,2026-02-13 00:00:00,2026-04-01
M00506,ip,I03739,2026-03-21 00:00:00,2026-04-01
M00506,device,D06062,2026-03-21 00:00:00,2026-04-01
M00507,ip,I05246,2026-01-01 00:00:00,2026-04-01
M00507,device,D02589,2026-01-01 00:00:00,2026-04-01
M00508,ip,I09676,2026-03-02 00:00:00,2026-04-01
M00508,device,D07920,2026-03-02 00:00:00,2026-03-18
M00508,device,D04074,2026-03-18 00:00:00,2026-04-01
M00509,ip,I02590,2026-01-28 00:00:00,2026-04-01
M00509,device,D00681,2026-01-28 00:00:00,2026-04-01
M00510,ip,I09087,2026-01-01 00:00:00,2026-04-01
M00510,device,D07429,2026-01-01 00:00:00,2026-04-01
M00511,ip,I01268,2026-03-21 00:00:00,2026-04-01
M00511,device,D06828,2026-03-21 00:00:00,2026-03-26
M00511,device,D01226,2026-03-26 00:00:00,2026-04-01
M00512,ip,I09336,2026-01-17 00:00:00,2026-04-01
M00512,device,D05688,2026-01-17 00:00:00,2026-04-01
M00513,ip,I09228,2026-03-02 00:00:00,2026-02-10
M00513,device,D04799,2026-03-02 00:00:00,2026-03-16
M00513,device,D09442,2026-03-16 00:00:00,2026-04-01
M00514,ip,I00284,2026-02-22 00:00:00,2026-04-01
M00514,device,D03628,2026-02-22 00:00:00,2026-04-01
M00515,ip,I01382,2026-01-01 00:00:00,2026-04-01
M00515,device,D06421,2026-01-01 00:00:00,2026-04-01
M00516,ip,I07981,2026-01-01 00:00:00,2026-04-01
M00516,device,D04497,2026-01-01 00:00:00,2026-01-20
M00516,device,D06030,2026-01-20 00:00:00,2026-04-01
M00517,ip,I00542,2026-01-24 00:00:00,2026-04-01
M00517,device,D09549,2026-01-24 00:00:00,2026-04-01
M00518,ip,I09891,2026-01-01 00:00:00,2026-02-14
M00518,device,D05963,2026-01-01 00:00:00,2026-04-01
M00519,ip,I04808,2026-03-18 00:00:00,2026-04-01
M00519,device,D03237,2026-03-18 00:00:00,2026-03-25
M00519,device,D09730,2026-03-25 00:00:00,2026-04-01
M00520,ip,I01854,2026-01-01 00:00:00,2026-04-01
M00520,device,D05983,2026-01-01 00:00:00,2026-01-29
M00520,device,D05688,2026-01-29 00:00:00,2026-04-01
M00521,ip,I05576,2026-01-01 00:00:00,2026-04-01
M00521,device,D06177,2026-01-01 00:00:00,2026-04-01
M00522,ip,I03083,2026-01-01 00:00:00,2026-04-01
M00522,device,D07200,2026-01-01 00:00:00,2026-04-01
M00523,ip,I05680,2026-01-01 00:00:00,2026-04-01
M00523,device,D05370,2026-01-01 00:00:00,2026-04-01
M00524,ip,I09513,2026-01-01 00:00:00,2026-04-01
M00524,device,D07499,2026-01-01 00:00:00,2026-02-25
M00524,device,D07050,2026-02-25 00:00:00,2026-04-01
M00525,ip,I07370,2026-01-01 00:00:00,2026-04-01
M00525,device,D09304,2026-01-01 00:00:00,2026-02-15
M00525,device,D04597,2026-02-15 00:00:00,2026-04-01
M00526,ip,I00016,2026-01-01 00:00:00,2026-04-01
M00526,device,D05008,2026-01-01 00:00:00,2026-04-01
M00527,ip,I07070,2026-01-01 00:00:00,2026-04-01
M00527,device,D08055,2026-01-01 00:00:00,2026-04-01
M00528,ip,I06655,2026-01-01 00:00:00,2026-04-01
M00528,device,D06022,2026-01-01 00:00:00,2026-04-01
M00529,ip,I06393,2026-01-01 00:00:00,2026-01-23
M00529,device,D07819,2026-01-01 00:00:00,2026-04-01
M00530,ip,I02389,2026-01-07 00:00:00,2026-04-01
M00530,device,D06454,2026-01-07 00:00:00,2026-04-01
M00531,ip,I05146,2026-01-01 00:00:00,2026-04-01
M00531,device,D05459,2026-01-01 00:00:00,2026-04-01
M00532,ip,I04335,2026-01-02 00:00:00,2026-04-01
M00532,device,D01616,2026-01-02 00:00:00,2026-04-01
M00533,ip,I09845,2026-01-01 00:00:00,2026-04-01
M00533,device,D05169,2026-01-01 00:00:00,2026-04-01
M00534,ip,I02423,2026-01-01 00:00:00,2026-04-01
M00534,device,D09447,2026-01-01 00:00:00,2026-04-01
M00535,ip,I01380,2026-01-01 00:00:00,2026-02-19
M00535,device,D06478,2026-01-01 00:00:00,2026-04-01
M00536,ip,I01834,2026-01-01 00:00:00,2026-04-01
M00536,device,D01245,2026-01-01 00:00:00,2026-03-25
M00536,device,D03418,2026-03-25 00:00:00,2026-04-01
M00537,ip,I08398,2026-03-07 00:00:00,2026-02-17
M00537,device,D04423,2026-03-07 00:00:00,2026-03-19
M00537,device,D09780,2026-03-19 00:00:00,2026-04-01
M00538,ip,I09525,2026-01-01 00:00:00,2026-04-01
M00538,device,D00954,2026-01-01 00:00:00,2026-04-01
M00539,ip,I05493,2026-03-09 00:00:00,2026-04-01
M00539,device,D05597,2026-03-09 00:00:00,2026-03-25
M00539,device,D04649,2026-03-25 00:00:00,2026-04-01
M00540,ip,I02649,2026-01-01 00:00:00,2026-04-01
M00540,device,D07552,2026-01-01 00:00:00,2026-04-01
M00541,ip,I03370,2026-03-20 00:00:00,2026-04-01
M00541,device,D09615,2026-03-20 00:00:00,2026-04-01
M00542,ip,I00719,2026-01-01 00:00:00,2026-04-01
M00542,device,D00361,2026-01-01 00:00:00,2026-03-12
M00542,device,D07598,2026-03-12 00:00:00,2026-04-01
M00543,ip,I07013,2026-01-01 00:00:00,2026-02-15
M00543,device,D07054,2026-01-01 00:00:00,2026-02-11
M00543,device,D00350,2026-02-11 00:00:00,2026-04-01
M00544,ip,I01774,2026-01-01 00:00:00,2026-04-01
M00544,device,D05279,2026-01-01 00:00:00,2026-04-01
M00545,ip,I01411,2026-01-01 00:00:00,2026-04-01
M00545,device,D03446,2026-01-01 00:00:00,2026-04-01
M00546,ip,I00874,2026-01-01 00:00:00,2026-04-01
M00546,device,D03938,2026-01-01 00:00:00,2026-03-11
M00546,device,D06500,2026-03-11 00:00:00,2026-04-01
M00547,ip,I08882,2026-01-01 00:00:00,2026-04-01
M00547,device,D08837,2026-01-01 00:00:00,2026-03-23
M00547,device,D05695,2026-03-23 00:00:00,2026-04-01
M00548,ip,I09504,2026-01-01 00:00:00,2026-04-01
M00548,device,D09980,2026-01-01 00:00:00,2026-04-01
M00549,ip,I02795,2026-01-01 00:00:00,2026-04-01
M00549,device,D09137,2026-01-01 00:00:00,2026-04-01
M00550,ip,I01749,2026-01-01 00:00:00,2026-04-01
M00550,device,D00681,2026-01-01 00:00:00,2026-04-01
M00551,ip,I08420,2026-01-05 00:00:00,2026-04-01
M00551,device,D02094,2026-01-05 00:00:00,2026-03-26
M00551,device,D04478,2026-03-26 00:00:00,2026-04-01
M00552,ip,I06580,2026-02-20 00:00:00,2026-04-01
M00552,device,D01670,2026-02-20 00:00:00,2026-03-05
M00552,device,D01760,2026-03-05 00:00:00,2026-04-01
M00553,ip,I01488,2026-01-01 00:00:00,2026-04-01
M00553,device,D09541,2026-01-01 00:00:00,2026-04-01
M00554,ip,I09365,2026-01-01 00:00:00,2026-04-01
M00554,device,D01371,2026-01-01 00:00:00,2026-04-01
M00555,ip,I00505,2026-01-01 00:00:00,2026-04-01
M00555,device,D04779,2026-01-01 00:00:00,2026-04-01
M00556,ip,I08079,2026-01-01 00:00:00,2026-04-01
M00556,device,D08122,2026-01-01 00:00:00,2026-04-01
M00557,ip,I04709,2026-01-01 00:00:00,2026-04-01
M00557,device,D07271,2026-01-01 00:00:00,2026-04-01
M00558,ip,I06761,2026-01-01 00:00:00,2026-04-01
M00558,device,D03032,2026-01-01 00:00:00,2026-02-15
M00558,device,D03619,2026-02-15 00:00:00,2026-04-01
M00559,ip,I05007,2026-01-01 00:00:00,2026-04-01
M00559,device,D05204,2026-01-01 00:00:00,2026-02-02
M00559,device,D06476,2026-02-02 00:00:00,2026-04-01
M00560,ip,I02697,2026-01-01 00:00:00,2026-04-01
M00560,device,D09867,2026-01-01 00:00:00,2026-04-01
M00561,ip,I06490,2026-01-03 00:00:00,2026-04-01
M00561,device,D07560,2026-01-03 00:00:00,2026-02-10
M00561,device,D08202,2026-02-10 00:00:00,2026-04-01
M00562,ip,I09619,2026-01-01 00:00:00,2026-04-01
M00562,device,D02426,2026-01-01 00:00:00,2026-04-01
M00563,ip,I02240,2026-01-01 00:00:00,2026-04-01
M00563,device,D06954,2026-01-01 00:00:00,2026-04-01
M00564,ip,I01903,2026-01-01 00:00:00,2026-01-27
M00564,device,D08949,2026-01-01 00:00:00,2026-04-01
M00565,ip,I04362,2026-01-01 00:00:00,2026-04-01
M00565,device,D06430,2026-01-01 00:00:00,2026-04-01
M00566,ip,I08751,2026-02-28 00:00:00,2026-04-01
M00566,device,D01654,2026-02-28 00:00:00,2026-04-01
M00567,ip,I05199,2026-01-01 00:00:00,2026-04-01
M00567,device,D09231,2026-01-01 00:00:00,2026-04-01
M00568,ip,I09600,2026-01-16 00:00:00,2026-04-01
M00568,device,D08466,2026-01-16 00:00:00,2026-04-01
M00569,ip,I07048,2026-01-01 00:00:00,2026-04-01
M00569,device,D05862,2026-01-01 00:00:00,2026-04-01
M00570,ip,I08991,2026-03-19 00:00:00,2026-04-01
M00570,device,D04193,2026-03-19 00:00:00,2026-04-01
M00571,ip,I00823,2026-01-01 00:00:00,2026-04-01
M00571,device,D06551,2026-01-01 00:00:00,2026-04-01
M00572,ip,I07031,2026-01-01 00:00:00,2026-04-01
M00572,device,D00614,2026-01-01 00:00:00,2026-04-01
M00573,ip,I04132,2026-01-01 00:00:00,2026-04-01
M00573,device,D07199,2026-01-01 00:00:00,2026-04-01
M00574,ip,I08043,2026-01-01 00:00:00,2026-02-15
M00574,device,D02265,2026-01-01 00:00:00,2026-04-01
M00575,ip,I02008,2026-01-01 00:00:00,2026-04-01
M00575,device,D01976,2026-01-01 00:00:00,2026-04-01
M00576,ip,I01412,2026-01-01 00:00:00,2026-04-01
M00576,device,D01013,2026-01-01 00:00:00,2026-04-01
M00577,ip,I05835,2026-03-08 00:00:00,2026-04-01
M00577,device,D02076,2026-03-08 00:00:00,2026-03-15
M00577,device,D00724,2026-03-15 00:00:00,2026-04-01
M00578,ip,I02588,2026-01-01 00:00:00,2026-04-01
M00578,device,D08005,2026-01-01 00:00:00,2026-04-01
M00579,ip,I06071,2026-01-01 00:00:00,2026-04-01
M00579,device,D07611,2026-01-01 00:00:00,2026-04-01
M00580,ip,I07792,2026-01-09 00:00:00,2026-04-01
M00580,device,D09568,2026-01-09 00:00:00,2026-02-06
M00580,device,D03002,2026-02-06 00:00:00,2026-04-01
M00581,ip,I08920,2026-01-01 00:00:00,2026-04-01
M00581,device,D01334,2026-01-01 00:00:00,2026-02-15
M00581,device,D02360,2026-02-15 00:00:00,2026-04-01
M00582,ip,I05350,2026-01-01 00:00:00,2026-04-01
M00582,device,D06307,2026-01-01 00:00:00,2026-04-01
M00583,ip,I06755,2026-01-01 00:00:00,2026-04-01
M00583,device,D01042,2026-01-01 00:00:00,2026-04-01
M00584,ip,I00093,2026-01-01 00:00:00,2026-04-01
M00584,device,D03709,2026-01-01 00:00:00,2026-04-01
M00585,ip,I00401,2026-01-01 00:00:00,2026-04-01
M00585,device,D03558,2026-01-01 00:00:00,2026-04-01
M00586,ip,I08248,2026-01-01 00:00:00,2026-04-01
M00586,device,D01756,2026-01-01 00:00:00,2026-02-04
M00586,device,D09240,2026-02-04 00:00:00,2026-04-01
M00587,ip,I04930,2026-01-01 00:00:00,2026-04-01
M00587,device,D06599,2026-01-01 00:00:00,2026-04-01
M00588,ip,I02763,2026-01-01 00:00:00,2026-04-01
M00588,device,D06585,2026-01-01 00:00:00,2026-04-01
M00589,ip,I07116,2026-01-01 00:00:00,2026-04-01
M00589,device,D04223,2026-01-01 00:00:00,2026-04-01
M00590,ip,I07621,2026-02-09 00:00:00,2026-04-01
M00590,device,D03075,2026-02-09 00:00:00,2026-04-01
M00591,ip,I05218,2026-01-01 00:00:00,2026-04-01
M00591,device,D05449,2026-01-01 00:00:00,2026-04-01
M00592,ip,I02002,2026-02-03 00:00:00,2026-04-01
M00592,device,D03564,2026-02-03 00:00:00,2026-04-01
M00593,ip,I08856,2026-01-27 00:00:00,2026-04-01
M00593,device,D09168,2026-01-27 00:00:00,2026-02-18
M00593,device,D09956,2026-02-18 00:00:00,2026-04-01
M00594,ip,I04190,2026-01-01 00:00:00,2026-04-01
M00594,device,D06703,2026-01-01 00:00:00,2026-04-01
M00595,ip,I05007,2026-01-01 00:00:00,2026-04-01
M00595,device,D00178,2026-01-01 00:00:00,2026-04-01
M00596,ip,I02775,2026-01-21 00:00:00,2026-04-01
M00596,device,D02736,2026-01-21 00:00:00,2026-04-01
M00597,ip,I06425,2026-01-01 00:00:00,2026-01-26
M00597,device,D09723,2026-01-01 00:00:00,2026-04-01
M00598,ip,I06497,2026-01-01 00:00:00,2026-01-28
M00598,device,D01324,2026-01-01 00:00:00,2026-03-12
M00598,device,D04259,2026-03-12 00:00:00,2026-04-01
M00599,ip,I03011,2026-03-24 00:00:00,2026-04-01
M00599,device,D03496,2026-03-24 00:00:00,2026-04-01
M00600,ip,I00506,2026-01-01 00:00:00,2026-04-01
M00600,device,D03017,2026-01-01 00:00:00,2026-04-01
M00601,ip,I09989,2026-01-01 00:00:00,2026-04-01
M00601,device,D09153,2026-01-01 00:00:00,2026-03-15
M00601,device,D00950,2026-03-15 00:00:00,2026-04-01
M00602,ip,I04598,2026-01-23 00:00:00,2026-04-01
M00602,device,D05726,2026-01-23 00:00:00,2026-02-17
M00602,device,D06147,2026-02-17 00:00:00,2026-04-01
M00603,ip,I03726,2026-01-01 00:00:00,2026-04-01
M00603,device,D01236,2026-01-01 00:00:00,2026-04-01
M00604,ip,I06513,2026-01-01 00:00:00,2026-04-01
M00604,device,D09402,2026-01-01 00:00:00,2026-04-01
M00605,ip,I08444,2026-01-01 00:00:00,2026-02-03
M00605,device,D00497,2026-01-01 00:00:00,2026-02-24
M00606,ip,I04819,2026-01-01 00:00:00,2026-04-01
M00606,device,D00226,2026-01-01 00:00:00,2026-01-11
M00606,device,D02795,2026-01-11 00:00:00,2026-04-01
M00607,ip,I04168,2026-01-01 00:00:00,2026-04-01
M00607,device,D03189,2026-01-01 00:00:00,2026-04-01
M00608,ip,I05828,2026-01-01 00:00:00,2026-04-01
M00608,device,D03320,2026-01-01 00:00:00,2026-04-01
M00609,ip,I05680,2026-01-01 00:00:00,2026-04-01
M00609,device,D09475,2026-01-01 00:00:00,2026-04-01
M00610,ip,I02776,2026-01-01 00:00:00,2026-04-01
M00610,device,D01282,2026-01-01 00:00:00,2026-04-01
M00611,ip,I05581,2026-01-01 00:00:00,2026-02-03
M00611,device,D00448,2026-01-01 00:00:00,2026-04-01
M00612,ip,I02995,2026-01-07 00:00:00,2026-04-01
M00612,device,D00101,2026-01-07 00:00:00,2026-04-01
M00613,ip,I03885,2026-01-01 00:00:00,2026-04-01
M00613,device,D01365,2026-01-01 00:00:00,2026-02-13
M00613,device,D01220,2026-02-13 00:00:00,2026-04-01
M00614,ip,I07599,2026-02-16 00:00:00,2026-02-12
M00614,device,D09196,2026-02-16 00:00:00,2026-04-01
M00615,ip,I06634,2026-01-01 00:00:00,2026-04-01
M00615,device,D04972,2026-01-01 00:00:00,2026-04-01
M00616,ip,I05295,2026-01-01 00:00:00,2026-04-01
M00616,device,D04922,2026-01-01 00:00:00,2026-04-01
M00617,ip,I04794,2026-01-07 00:00:00,2026-04-01
M00617,device,D06724,2026-01-07 00:00:00,2026-02-13
M00617,device,D04163,2026-02-13 00:00:00,2026-04-01
M00618,ip,I09867,2026-01-22 00:00:00,2026-02-15
M00618,device,D07337,2026-01-22 00:00:00,2026-04-01
M00619,ip,I07204,2026-01-01 00:00:00,2026-04-01
M00619,device,D06626,2026-01-01 00:00:00,2026-04-01
M00620,ip,I04815,2026-01-01 00:00:00,2026-04-01
M00620,device,D05236,2026-01-01 00:00:00,2026-04-01
M00621,ip,I01268,2026-01-01 00:00:00,2026-02-16
M00621,device,D03591,2026-01-01 00:00:00,2026-01-15
M00621,device,D00975,2026-01-15 00:00:00,2026-02-16
M00622,ip,I00214,2026-01-01 00:00:00,2026-04-01
M00622,device,D02948,2026-01-01 00:00:00,2026-03-07
M00622,device,D04239,2026-03-07 00:00:00,2026-04-01
M00623,ip,I08321,2026-01-01 00:00:00,2026-04-01
M00623,device,D07069,2026-01-01 00:00:00,2026-03-19
M00623,device,D01433,2026-03-19 00:00:00,2026-04-01
M00624,ip,I07089,2026-03-07 00:00:00,2026-04-01
M00624,device,D00263,2026-03-07 00:00:00,2026-04-01
M00625,ip,I04604,2026-01-01 00:00:00,2026-04-01
M00625,device,D09982,2026-01-01 00:00:00,2026-04-01
M00626,ip,I04845,2026-01-01 00:00:00,2026-04-01
M00626,device,D07769,2026-01-01 00:00:00,2026-04-01
M00627,ip,I02946,2026-02-02 00:00:00,2026-04-01
M00627,device,D01717,2026-02-02 00:00:00,2026-04-01
M00628,ip,I02262,2026-01-01 00:00:00,2026-02-28
M00628,device,D06410,2026-01-01 00:00:00,2026-04-01
M00629,ip,I01942,2026-02-25 00:00:00,2026-04-01
M00629,device,D09648,2026-02-25 00:00:00,2026-03-13
M00629,device,D00288,2026-03-13 00:00:00,2026-04-01
M00630,ip,I01260,2026-01-01 00:00:00,2026-02-03
M00630,device,D04126,2026-01-01 00:00:00,2026-04-01
M00631,ip,I02816,2026-03-16 00:00:00,2026-04-01
M00631,device,D04772,2026-03-16 00:00:00,2026-03-25
M00631,device,D09483,2026-03-25 00:00:00,2026-04-01
M00632,ip,I04763,2026-01-01 00:00:00,2026-04-01
M00632,device,D08361,2026-01-01 00:00:00,2026-04-01
M00633,ip,I00970,2026-01-01 00:00:00,2026-04-01
M00633,device,D02500,2026-01-01 00:00:00,2026-04-01
M00634,ip,I07934,2026-01-01 00:00:00,2026-04-01
