merchant_id,volume_delta_t1_t2,refund_delta_t1_t2,network_growth_t1_t2,device_churn_t1_t2,ip_churn_t1_t2,volume_delta_t2_t3,refund_delta_t2_t3,network_growth_t2_t3,device_churn_t2_t3,ip_churn_t2_t3,volume_static_t3,refund_rate_static_t3,network_size_static_t3
M00502,1266.34,0.0,3,0.5,0.0,-936.4699999999999,0.0,-1,0.5,0.0,329.87,0.0,3
M00503,-1016.5100000000002,0.012820512820512824,0,0.0,0.0,757.54,-0.038461538461538464,1,0.0,0.0,4009.46,0.0,2
M00504,116.47,0.0,3,1.0,1.0,498.8599999999999,0.0,0,0.5,0.0,615.3299999999999,0.0,3
M00505,1168.44,-0.01800450112528132,0,0.5,0.0,99.96000000000004,0.0,1,0.5,0.0,4901.72,0.046511627906976744,1
M00506,0.0,0.0,0,0.0,0.0,2016.89,0.0,0,1.0,1.0,2016.89,0.0,0
M00507,-339.26000000000005,-0.4,0,0.0,0.0,438.37,0.0,0,0.0,0.0,604.64,0.0,0
M00508,0.0,0.0,0,0.0,0.0,86.35,0.0,2,1.0,1.0,86.35,0.0,2
M00509,6450.76,0.05714285714285714,0,0.0,0.0,2673.2000000000007,-0.03214285714285714,0,0.0,0.0,9536.12,0.025,1
M00510,-482.94000000000005,0.0,0,0.0,0.0,53.81000000000006,0.0,0,0.0,0.0,449.20000000000005,0.0,1
M00511,0.0,0.0,0,0.0,0.0,307.69,0.0,0,1.0,1.0,307.69,0.0,0
M00512,2258.7799999999997,0.038461538461538464,0,0.0,0.0,-1151.23,-0.038461538461538464,0,0.0,0.0,1664.54,0.0,2
M00513,0.0,0.0,6,0.0,1.0,1567.9199999999998,0.0,1,1.0,0.0,1567.9199999999998,0.0,7
M00514,0.0,0.0,3,1.0,1.0,1001.36,0.125,0,0.0,0.0,1001.36,0.125,3
M00515,203.02999999999975,0.07407407407407407,0,0.0,0.0,-1516.01,0.05925925925925926,0,0.0,0.0,1791.43,0.13333333333333333,0
M00516,-88.1,0.0,0,0.5,0.0,245.83,0.0,0,0.0,0.0,245.83,0.0,0
M00517,392.18,0.0,0,0.0,0.0,-90.08999999999997,0.25,0,0.0,0.0,302.09000000000003,0.25,1
M00518,-540.51,0.0,2,0.0,0.5,135.93000000000004,0.0,0,0.0,0.5,264.84000000000003,0.0,2
M00519,0.0,0.0,0,0.0,0.0,4781.13,0.046511627906976744,1,1.0,1.0,4781.13,0.046511627906976744,1
M00520,-28.029999999998836,0.002634351949420438,-1,0.5,0.0,722.289999999999,0.027085927770859275,0,0.0,0.0,9482.07,0.06818181818181818,2
M00521,461.56000000000006,-0.3333333333333333,1,0.0,0.0,-175.95000000000005,0.0,0,0.0,0.0,437.12,0.0,2
M00522,-188.40999999999997,0.14285714285714285,0,0.0,0.0,745.0600000000001,-0.14285714285714285,0,0.0,0.0,1476.19,0.0,0
M00523,4889.65,-0.0026069110876920515,0,0.0,0.0,-1341.8899999999994,-0.0326941514860978,0,0.0,0.0,15538.5,0.014285714285714285,1
M00524,-188.31999999999994,-0.3333333333333333,-1,0.5,0.0,775.6099999999999,0.125,-2,0.5,0.0,1181.08,0.125,0
M00525,-369.09000000000015,-0.09090909090909091,0,0.5,0.0,-809.5,0.0,1,0.5,0.0,477.31,0.0,2
M00526,159.73000000000002,0.0,0,0.0,0.0,-73.39000000000001,0.0,0,0.0,0.0,86.34,0.0,1
M00527,29.029999999999745,0.01955403087478559,0,0.0,0.0,1505.3000000000002,0.07337526205450734,0,0.0,0.0,6873.6,0.1111111111111111,0
M00528,-201.05,0.0,0,0.0,0.0,-15.730000000000018,0.0,0,0.0,0.0,155.88,0.0,1
M00529,-101.85000000000002,0.0,2,0.0,0.5,370.32,0.0,-1,0.0,0.0,650.4,0.0,12
M00530,532.4000000000001,0.0,0,0.0,0.0,396.1999999999998,0.1,0,0.0,0.0,1257.62,0.1,0
M00531,-500.8699999999999,0.0,0,0.0,0.0,-360.04999999999995,-0.125,0,0.0,0.0,665.99,0.0,1
M00532,-114.00999999999999,0.25,0,0.0,0.0,267.02,-0.25,0,0.0,0.0,488.15999999999997,0.0,0
M00533,320.98,0.125,0,0.0,0.0,-96.40000000000003,-0.125,0,0.0,0.0,478.44,0.0,0
M00534,-875.5600000000004,-0.0619047619047619,0,0.0,0.0,814.4300000000003,-0.02589285714285714,0,0.0,0.0,4971.77,0.03125,0
M00535,-427.0499999999993,0.0516066212268744,24,0.0,0.5,-1327.7800000000007,-0.011349306431273645,-4,0.0,0.5,6715.4,0.06557377049180328,21
M00536,-421.3699999999999,0.2,0,0.0,0.0,150.76,-0.2,0,0.5,0.0,668.6800000000001,0.0,1
M00537,0.0,0.0,14,0.0,1.0,1309.77,0.0,2,1.0,0.0,1309.77,0.0,16
M00538,-716.1,0.0,-1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1
M00539,0.0,0.0,0,0.0,0.0,38088.66,0.05449591280653951,2,1.0,1.0,38088.66,0.05449591280653951,2
M00540,598.52,0.0,0,0.0,0.0,-364.59,0.0,1,0.0,0.0,411.92,0.0,1
M00541,0.0,0.0,0,0.0,0.0,5647.85,0.018518518518518517,2,1.0,1.0,5647.85,0.018518518518518517,2
M00542,-657.8799999999999,0.16666666666666666,0,0.0,0.0,344.6500000000001,-0.16666666666666666,0,0.5,0.0,1252.68,0.0,0
M00543,-1741.6600000000008,0.04914529914529915,25,0.5,0.5,451.9300000000003,0.06800445930880714,-1,0.5,0.5,6580.0,0.14492753623188406,24
M00544,-680.23,-0.14285714285714285,0,0.0,0.0,-186.23,0.0,0,0.0,0.0,152.78,0.0,0
M00545,17.340000000000003,0.5,1,0.0,0.0,306.83,-0.5,1,0.0,0.0,421.21999999999997,0.0,2
M00546,-2157.5,-0.03140096618357488,0,0.0,0.0,2750.3599999999997,0.037037037037037035,0,0.5,0.0,6227.69,0.09259259259259259,1
M00547,485.06999999999994,0.07692307692307693,0,0.0,0.0,-932.5899999999999,0.0,2,0.5,0.0,1031.47,0.07692307692307693,3
M00548,-61.940000000000055,0.0,0,0.0,0.0,569.1200000000001,0.07692307692307693,0,0.0,0.0,1423.38,0.07692307692307693,0
M00549,-439.9199999999996,-0.029166666666666667,0,0.0,0.0,-383.59000000000015,0.03809523809523809,1,0.0,0.0,3153.23,0.07142857142857142,1
M00550,-32.11000000000013,0.0,0,0.0,0.0,-772.5,0.0,0,0.0,0.0,682.52,0.0,1
M00551,2871.27,-0.14102564102564102,0,0.0,0.0,-744.9099999999999,-0.023504273504273504,1,0.5,0.0,4898.68,0.027777777777777776,2
M00552,413.17,0.0,2,1.0,1.0,1818.02,0.0,1,0.5,0.0,2231.19,0.0,3
M00553,-496.3299999999998,0.45454545454545453,0,0.0,0.0,282.4,0.2121212121212121,0,0.0,0.0,1087.72,0.6666666666666666,0
M00554,95.87999999999988,0.1111111111111111,0,0.0,0.0,1141.49,0.0888888888888889,2,0.0,0.0,2160.58,0.2,2
M00555,-58.720000000000084,0.0,0,0.0,0.0,-339.3299999999999,0.0,0,0.0,0.0,148.78,0.0,0
M00556,-198.06,-0.5,0,0.0,0.0,-117.48,0.0,0,0.0,0.0,54.89,0.0,2
M00557,106.09,0.0,0,0.0,0.0,199.07,0.0,0,0.0,0.0,366.69,0.0,1
M00558,-342.75,0.0,0,0.5,0.0,673.95,0.125,0,0.5,0.0,797.0500000000001,0.125,0
M00559,369.78999999999996,0.0,0,0.5,0.0,-292.15999999999997,0.2,0,0.5,0.0,284.76,0.2,1
M00560,419.96000000000004,-0.14285714285714285,-2,0.0,0.0,-445.54,0.16666666666666666,0,0.0,0.0,304.95,0.16666666666666666,1
M00561,-578.3399999999999,-0.07500000000000001,0,0.5,0.0,340.56999999999994,-0.125,0,0.5,0.0,1046.07,0.0,0
M00562,343.34000000000003,-0.3333333333333333,0,0.0,0.0,-237.71000000000004,0.0,-1,0.0,0.0,587.42,0.0,0
M00563,134.06,0.0,0,0.0,0.0,886.78,0.0,0,0.0,0.0,1020.84,0.0,0
M00564,-470.5300000000001,0.0,-1,0.0,0.5,397.95000000000005,0.0,-3,0.0,0.0,603.22,0.0,18
M00565,393.49,0.0,0,0.0,0.0,-381.96999999999997,0.25,0,0.0,0.0,331.92,0.25,1
M00566,162.97,0.0,0,1.0,1.0,6.719999999999999,0.0,0,0.0,0.0,169.69,0.0,0
M00567,-822.4499999999999,-0.3333333333333333,1,0.0,0.0,192.36,0.0,0,0.0,0.0,227.34,0.0,1
M00568,-293.89,0.0,0,0.0,0.0,274.03999999999996,0.3333333333333333,0,0.0,0.0,315.40999999999997,0.3333333333333333,0
M00569,-157.58999999999997,0.0,0,0.0,0.0,255.36999999999995,0.0,0,0.0,0.0,669.16,0.0,0
M00570,0.0,0.0,0,0.0,0.0,520.83,0.0,3,1.0,1.0,520.83,0.0,3
M00571,-59.83,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1
M00572,-1267.0599999999995,0.024102564102564096,0,0.0,0.0,-2106.6000000000004,-0.027738927738927735,0,0.0,0.0,6124.33,0.03636363636363636,1
M00573,-175.1,0.0,0,0.0,0.0,-1.2899999999999991,0.0,0,0.0,0.0,61.18,0.0,1
M00574,-259.0500000000002,-0.026272577996715923,17,0.0,0.5,191.1800000000003,0.007957559681697618,0,0.0,0.5,2723.9700000000003,0.07692307692307693,18
M00575,-76.52999999999997,0.0,0,0.0,0.0,-137.41999999999996,0.5,-1,0.0,0.0,192.48000000000002,0.5,0
M00576,1313.0300000000007,-0.002168021680216802,-1,0.0,0.0,-1704.2700000000004,0.0071895424836601295,0,0.0,0.0,3916.71,0.029411764705882353,1
M00577,0.0,0.0,0,0.0,0.0,171.34,0.0,3,1.0,1.0,171.34,0.0,3
M00578,160.51999999999998,-0.04999999999999999,0,0.0,0.0,427.54999999999995,0.39999999999999997,0,0.0,0.0,910.9,0.6,0
M00579,-158.17000000000002,0.0,0,0.0,0.0,-248.37,0.0,0,0.0,0.0,0.0,0.0,1
M00580,3356.699999999999,-0.0329239613274105,0,0.5,0.0,-30.94999999999891,0.05804499905464171,2,0.5,0.0,13892.76,0.08130081300813008,2
M00581,350.87,0.0,0,0.5,0.0,-283.38000000000005,0.0,0,0.5,0.0,168.01999999999998,0.0,0
M00582,-2369.38,-0.041666666666666664,0,0.0,0.0,279.06000000000006,0.0,1,0.0,0.0,943.61,0.0,2
M00583,-293.33000000000004,0.0,0,0.0,0.0,362.59000000000003,0.0,-1,0.0,0.0,922.5500000000001,0.0,0
M00584,485.82000000000005,0.0,0,0.0,0.0,-115.80000000000007,0.0,0,0.0,0.0,453.40999999999997,0.0,0
M00585,427.3600000000001,0.09090909090909091,1,0.0,0.0,-572.3900000000001,-0.09090909090909091,0,0.0,0.0,929.77,0.0,1
M00586,-690.7499999999998,-0.05548387096774193,0,0.5,0.0,769.55,-0.019061583577712607,-3,0.5,0.0,2606.52,0.045454545454545456,1
M00587,377.09000000000015,0.06666666666666667,1,0.0,0.0,486.17999999999984,0.16410256410256413,-1,0.0,0.0,1630.82,0.23076923076923078,1
M00588,549.6300000000001,0.1111111111111111,0,0.0,0.0,-489.74,-0.1111111111111111,0,0.0,0.0,728.69,0.0,0
M00589,84.28000000000009,0.16666666666666666,0,0.0,0.0,888.65,-0.08974358974358973,0,0.0,0.0,1625.73,0.07692307692307693,1
M00590,7239.95,0.06557377049180328,1,1.0,1.0,4241.010000000001,-0.023468507333908546,0,0.0,0.0,11480.960000000001,0.042105263157894736,1
M00591,-457.15,0.0,0,0.0,0.0,163.19,0.0,1,0.0,0.0,377.3,0.0,1
M00592,84.62,0.0,0,1.0,1.0,-65.51,0.0,0,0.0,0.0,19.11,0.0,0
M00593,178.23000000000002,0.0,0,0.5,0.0,-125.67000000000002,0.0,0,0.5,0.0,130.26,0.0,0
M00594,-172.77999999999997,0.0,0,0.0,0.0,25.70999999999998,0.0,-1,0.0,0.0,199.57,0.0,0
M00595,99.41,0.0,0,0.0,0.0,-189.25,0.0,0,0.0,0.0,0.0,0.0,1
M00596,725.97,0.3333333333333333,0,0.0,0.0,-343.86,-0.3333333333333333,0,0.0,0.0,401.15999999999997,0.0,1
M00597,419.12,0.0,-3,0.0,0.5,-494.71,0.0,-3,0.0,0.0,500.57,0.0,25
M00598,32.5,0.14285714285714285,0,0.0,0.5,478.0,-0.14285714285714285,0,0.5,0.0,988.64,0.0,28
M00599,0.0,0.0,0,0.0,0.0,1913.1,0.0,1,1.0,1.0,1913.1,0.0,1
M00600,-554.38,0.0,0,0.0,0.0,123.25999999999999,0.0,0,0.0,0.0,123.25999999999999,0.0,1
M00601,1189.36,0.05555555555555555,0,0.0,0.0,-1110.2099999999998,0.021367521367521375,1,0.5,0.0,1319.03,0.07692307692307693,1
M00602,478.74999999999994,0.0,0,0.5,0.0,214.0200000000001,0.0,0,0.5,0.0,962.09,0.0,0
M00603,-41.74000000000024,-0.010964912280701754,0,0.0,0.0,767.1100000000001,-0.041666666666666664,0,0.0,0.0,4320.84,0.0,1
M00604,449.3699999999999,0.05555555555555555,0,0.0,0.0,88.12000000000012,0.04444444444444445,0,0.0,0.0,1319.96,0.1,0
M00605,-189.14,0.0,27,0.5,0.6666666666666666,732.75,0.0,-22,0.5,0.6666666666666666,831.12,0.0,6
M00606,235.51,0.0,0,0.5,0.0,160.57999999999993,0.0,0,0.0,0.0,1934.75,0.0,0
M00607,313.96999999999997,0.0,0,0.0,0.0,-9.879999999999995,0.16666666666666666,0,0.0,0.0,598.26,0.16666666666666666,1
M00608,164.51,-0.15178571428571427,0,0.0,0.0,-288.55999999999995,0.09134615384615385,0,0.0,0.0,1202.74,0.15384615384615385,0
M00609,122.53999999999996,-0.09523809523809523,0,0.0,0.0,407.09000000000015,-0.07142857142857142,0,0.0,0.0,1444.8400000000001,0.0,2
M00610,-642.49,0.0,0,0.0,0.0,477.62,0.0,0,0.0,0.0,562.12,0.0,0
M00611,-209.71000000000004,0.0,21,0.0,0.5,552.18,0.3333333333333333,-2,0.0,0.5,632.01,0.3333333333333333,20
M00612,114.02000000000004,0.3333333333333333,0,0.0,0.0,-80.83999999999997,-0.3333333333333333,0,0.0,0.0,327.84000000000003,0.0,2
M00613,-530.67,0.0,1,0.5,0.0,198.71,0.0,0,0.5,0.0,198.71,0.0,2
M00614,0.0,0.0,5,1.0,1.0,69.55,0.0,-1,0.0,0.5,69.55,0.0,4
M00615,155.81,0.0,0,0.0,0.0,41.58000000000001,0.0,0,0.0,0.0,221.83,0.0,1
M00616,-684.39,0.0,0,0.0,0.0,284.66999999999996,0.14285714285714285,1,0.0,0.0,531.29,0.14285714285714285,2
M00617,-1313.47,-0.02083333333333333,1,0.5,0.0,207.3800000000001,-0.0625,-1,0.5,0.0,1482.45,0.0,0
M00618,-127.33000000000015,0.0,24,0.0,0.5,342.0100000000002,0.06666666666666667,-1,0.0,0.5,1776.1100000000001,0.06666666666666667,24
M00619,14.910000000000025,0.0,0,0.0,0.0,324.15,0.0,0,0.0,0.0,651.88,0.0,1
M00620,296.97,-1.0,0,0.0,0.0,-157.88,0.3333333333333333,1,0.0,0.0,254.37,0.3333333333333333,5
M00621,-160.76,-0.25,5,0.6666666666666666,0.5,-199.79999999999998,0.0,-1,0.5,0.5,214.46,0.0,5
M00622,217.91000000000003,0.3333333333333333,1,0.0,0.0,-300.54,-0.3333333333333333,0,0.5,0.0,37.83,0.0,2
M00623,-109.91,0.0,0,0.0,0.0,8.529999999999994,0.0,1,0.5,0.0,57.879999999999995,0.0,4
M00624,0.0,0.0,0,0.0,0.0,175.52,0.0,2,1.0,1.0,175.52,0.0,2
M00625,477.72000000000025,0.0,0,0.0,0.0,100.75,0.043478260869565216,0,0.0,0.0,2683.61,0.043478260869565216,3
M00626,-1047.2499999999995,0.12141779788838614,0,0.0,0.0,2133.97,-0.03077975376196991,0,0.0,0.0,5947.75,0.11627906976744186,0
M00627,2327.48,0.045454545454545456,3,1.0,1.0,-330.27,-0.045454545454545456,0,0.0,0.0,1997.21,0.0,3
M00628,124.61999999999998,0.0,-1,0.0,0.0,335.38000000000005,0.0,2,0.0,1.0,698.96,0.0,5
M00629,0.0,0.0,1,1.0,1.0,474.51,0.16666666666666666,1,0.5,0.0,474.51,0.16666666666666666,2
M00630,-261.27,0.0,17,0.0,0.5,498.94,0.14285714285714285,-2,0.0,0.5,498.94,0.14285714285714285,15
M00631,0.0,0.0,0,0.0,0.0,4887.69,0.05555555555555555,4,1.0,1.0,4887.69,0.05555555555555555,4
M00632,518.8200000000002,0.09090909090909091,0,0.0,0.0,-1056.0200000000002,0.17575757575757575,0,0.0,0.0,1343.95,0.26666666666666666,1
M00633,558.1700000000001,0.07936507936507936,0,0.0,0.0,-12.819999999999936,-0.2222222222222222,0,0.0,0.0,1395.92,0.0,0
M00634,-525.6699999999996,0.10526315789473684,0,0.0,0.0,73.35999999999967,-0.10526315789473684,1,0.0,0.0,2568.33,0.0,1
M00635,5693.7699999999995,0.029850746268656716,-1,0.0,0.0,-716.6700000000001,0.0009184845005740551,1,0.0,0.0,5711.73,0.03076923076923077,2
M00636,225.68,0.2,29,0.5,0.5,368.29,-0.2,-3,0.5,0.5,724.35,0.0,27
M00637,-1650.130000000001,0.042417266187050356,0,0.0,0.0,387.9200000000001,-0.04884848484848485,0,0.0,0.0,14613.64,0.015151515151515152,3
M00638,0.0,0.0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,4
M00639,661.3399999999999,0.25,17,0.0,0.5,-158.63999999999987,0.08333333333333331,-2,0.0,0.5,621.22,0.3333333333333333,15
M00640,-415.30999999999995,0.0,0,0.0,0.0,156.23,0.0,0,0.5,0.0,389.82,0.0,0
M00641,994.1700000000001,-0.07692307692307693,0,0.0,0.0,-1622.8500000000001,0.0,0,0.0,0.0,1163.8799999999999,0.0,1
M00642,497.47,0.0,1,1.0,1.0,270.61,0.0,0,0.0,0.0,768.08,0.0,1
M00643,569.35,0.0,0,0.0,0.0,-459.84000000000003,0.0,0,0.0,0.0,109.51,0.0,0
M00644,-2080.45,0.02719200887902331,0,0.0,0.0,1705.7600000000002,-0.0010482180293501092,-1,0.0,0.0,7763.21,0.05555555555555555,0
M00645,-67.93,0.0,0,0.5,0.0,111.64,0.0,-1,0.5,0.0,111.64,0.0,0
M00646,-148.62,-0.3333333333333333,0,0.0,0.0,-98.6,0.0,0,0.0,0.0,0.0,0.0,1
M00647,651.44,0.057109557109557105,0,0.0,0.0,2528.6899999999996,-0.027564102564102563,0,0.0,0.0,5624.65,0.075,2
M00648,872.5900000000001,0.0,0,0.0,0.0,931.6299999999997,0.0,1,0.0,0.0,3504.66,0.0,4
M00649,-374.6700000000001,0.058823529411764705,18,0.0,0.5,1073.31,-0.015345268542199489,0,0.0,0.5,2427.6,0.043478260869565216,18
M00650,-18.840000000000003,0.3333333333333333,1,0.5,0.0,439.8399999999999,-0.3333333333333333,0,0.5,0.0,623.3,0.0,3
M00651,78.95999999999998,0.0,0,0.0,0.0,-138.64,0.0,0,0.0,0.0,0.0,0.0,2
M00652,207.97,0.0,0,0.0,0.0,181.82000000000005,0.0,0,0.5,0.0,565.96,0.0,0
M00653,149.61000000000004,0.0,0,0.5,0.0,-294.46000000000004,0.0,0,0.0,0.0,0.0,0.0,0
M00654,322.78000000000003,0.125,0,0.0,0.0,308.5099999999999,-0.125,1,0.0,0.0,982.4599999999999,0.0,2
M00655,1208.13,0.0,-1,0.5,0.0,-1080.28,0.0,0,0.0,0.0,818.71,0.0,1
M00656,336.9900000000001,0.14285714285714285,0,0.5,0.0,2278.4700000000003,-0.11721611721611722,0,0.0,0.0,3504.17,0.02564102564102564,0
M00657,0.0,0.0,0,0.0,0.0,596.09,0.09090909090909091,1,1.0,1.0,596.09,0.09090909090909091,1
M00658,1139.3899999999999,0.06666666666666667,0,0.0,0.0,-734.8799999999999,0.024242424242424246,0,0.0,0.0,994.3900000000001,0.09090909090909091,3
M00659,0.0,0.0,0,0.0,0.0,19.42,0.0,0,1.0,1.0,19.42,0.0,0
M00660,1382.88,-0.021367521367521375,0,0.0,0.5,-1583.4,-0.05555555555555555,-1,0.0,0.0,1238.79,0.0,13
M00661,-44.77999999999997,-0.13333333333333333,0,0.0,0.0,980.31,0.1111111111111111,0,0.5,0.0,2037.1299999999999,0.1111111111111111,1
M00662,308.6,0.5,-1,0.0,0.5,-54.650000000000034,-0.5,-1,0.0,0.0,253.95,0.0,13
M00663,-282.38,0.16666666666666666,0,0.5,0.0,17.430000000000007,-0.023809523809523808,0,0.5,0.0,493.07,0.14285714285714285,0
M00664,899.6500000000001,0.03968253968253968,-1,0.5,0.0,-208.51999999999998,-0.0611111111111111,0,0.0,0.0,2097.19,0.05,0
M00665,20.299999999999955,0.0,0,0.0,0.0,225.93999999999994,0.0,-1,0.0,0.0,1075.12,0.0,3
M00666,130.84,0.0,0,0.0,0.0,-161.59,0.0,0,0.5,0.0,0.0,0.0,0
M00667,-208.12000000000012,0.2222222222222222,0,0.0,0.0,-661.04,-0.2222222222222222,0,0.0,0.0,115.02,0.0,1
M00668,-724.81,-0.18181818181818182,0,0.5,0.0,122.43999999999994,0.0,-1,0.5,0.0,866.41,0.0,2
M00669,152.86,0.0,0,1.0,1.0,732.03,0.0,0,0.0,0.0,884.89,0.0,0
M00670,-199.14999999999998,0.0,0,0.0,0.0,120.90999999999998,0.0,0,0.0,0.0,193.45,0.0,1
M00671,-233.57999999999993,0.46153846153846156,0,0.0,0.0,-1065.46,-0.06153846153846154,0,0.0,0.0,539.78,0.4,0
M00672,-2106.84,0.06666666666666667,0,0.5,0.0,267.23,-0.06666666666666667,0,0.5,0.0,1307.29,0.0,1
M00673,-192.30000000000018,0.003201024327784893,0,0.0,0.5,-2085.2599999999993,0.045454545454545456,-1,0.0,0.0,5559.72,0.09090909090909091,10
M00674,-738.89,-0.08333333333333333,3,0.0,0.5,921.7399999999999,0.0,0,0.0,0.0,1616.59,0.0,6
M00675,-39.56,0.0,0,0.0,0.0,26.39,0.0,0,0.5,0.0,84.95,0.0,4
M00676,1465.37,0.028723404255319152,2,0.5,0.0,-2084.3099999999995,-0.0303921568627451,0,0.5,0.0,5532.72,0.0196078431372549,2
M00677,-1426.66,-0.058823529411764705,0,0.0,0.0,1258.8799999999999,0.0625,0,0.0,0.0,2406.45,0.0625,2
M00678,0.0,0.0,0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0
M00679,53.419999999999995,0.0,0,0.0,0.0,106.00000000000001,0.0,0,0.0,0.0,207.05,0.0,0
M00680,-347.48,0.0,0,0.0,0.0,110.2,0.0,0,0.0,0.0,214.0,0.0,2
M00681,-951.48,-0.10526315789473684,0,0.0,0.0,-882.3100000000001,0.0,1,0.5,0.0,551.63,0.0,2
M00682,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
M00683,-525.0500000000001,0.0,0,0.0,0.0,415.49,0.2,0,0.0,0.0,693.62,0.2,2
M00684,884.1299999999999,-0.12299465240641712,0,1.0,0.0,-946.4599999999999,-0.058823529411764705,0,0.0,0.0,954.66,0.0,0
M00685,0.0,0.0,1,0.5,0.0,0.0,0.0,0,0.5,0.0,0.0,0.0,1
M00686,-338.68000000000006,0.16666666666666666,0,0.0,0.0,1251.66,-0.16666666666666666,0,0.5,0.0,2080.4,0.0,0
M00687,490.04999999999995,0.125,1,0.0,0.0,-564.4100000000001,-0.024999999999999994,0,0.5,0.0,1128.06,0.1,2
M00688,-296.64,-0.25,1,0.0,0.0,-67.08000000000001,0.0,0,0.0,0.0,28.32,0.0,3
M00689,227.32,0.0,1,0.0,0.0,-194.12,0.0,0,0.0,0.0,105.76,0.0,4
M00690,0.0,0.0,0,0.0,0.0,0.0,0.0,1,0.5,0.0,0.0,0.0,1
M00691,110.86,0.0,0,0.0,0.0,-110.86,0.0,0,0.0,0.0,0.0,0.0,1
M00692,92.20000000000005,0.0,3,0.5,0.0,165.73000000000002,0.0,-1,0.5,0.0,708.84,0.0,3
M00693,-585.41,0.0,0,0.0,0.0,188.30000000000004,0.6666666666666666,0,0.0,0.0,442.29,0.6666666666666666,1
M00694,113.56000000000002,0.0,28,0.5,0.5,-39.620000000000005,0.0,-1,0.5,0.5,139.43,0.0,27
M00695,-18.050000000000182,-0.011204481792717089,1,0.5,0.0,-397.16999999999985,0.03571428571428571,0,0.5,0.0,1342.6200000000001,0.08333333333333333,2
M00696,619.3399999999999,0.14285714285714285,-1,0.5,0.0,-414.4699999999999,0.10714285714285715,0,0.0,0.0,435.98,0.25,1
M00697,0.0,0.0,0,0.0,0.0,2006.82,0.05555555555555555,2,1.0,1.0,2006.82,0.05555555555555555,2
M00698,259.21,0.0,0,0.0,0.0,268.92,0.2,0,0.0,0.0,587.86,0.2,1
M00699,410.6100000000001,0.0,0,0.0,0.0,-676.5000000000002,0.0,0,0.0,0.0,1282.6299999999999,0.0,4
M00700,0.0,0.0,0,0.0,0.0,4983.150000000001,0.06666666666666667,2,1.0,1.0,4983.150000000001,0.06666666666666667,2
M00701,46.23999999999998,0.0,0,0.0,0.0,111.28999999999999,0.3333333333333333,-1,0.0,0.0,295.14,0.3333333333333333,1
M00702,580.7800000000002,0.0,0,0.0,0.0,-768.2100000000002,0.0,0,0.0,0.0,873.65,0.0,1
M00703,1464.65,0.0,0,0.0,0.0,-27.289999999999964,0.0,0,0.0,0.0,1858.67,0.0,1
M00704,-255.14,0.0,-1,0.0,0.0,-459.72,0.0,-2,0.0,0.0,268.90999999999997,0.0,0
M00705,-1298.88,-0.075,0,0.0,0.0,2829.92,0.075,0,0.0,0.0,5709.96,0.075,0
M00706,-421.16999999999996,0.0,1,0.5,0.0,-89.43000000000002,0.0,0,0.0,0.0,111.64,0.0,4
M00707,-153.38000000000002,0.0,0,0.5,0.0,246.12000000000003,0.0,0,0.0,0.0,362.97,0.0,0
M00708,234.42,0.0,0,0.0,0.0,42.77000000000001,0.0,0,0.0,0.0,277.19,0.0,0
M00709,210.16000000000008,0.0,0,0.0,0.0,25.1099999999999,0.0,1,0.0,0.0,1204.78,0.0,2
M00710,-70.49000000000001,0.0,0,0.0,0.0,399.21000000000004,0.0,1,0.0,0.0,477.55,0.0,4
M00711,-1226.99,0.0,-1,0.0,0.0,283.22,0.0,0,0.0,0.0,283.22,0.0,0
M00712,-885.2800000000002,0.02272727272727272,0,0.0,0.0,792.4300000000003,-0.08333333333333333,0,0.0,0.0,3288.15,0.0,3
M00713,9856.92,0.047619047619047616,1,1.0,1.0,-5371.6,-0.021978021978021976,0,0.0,0.0,4485.32,0.02564102564102564,1
M00714,354.1199999999999,-0.4,1,0.0,0.0,87.09000000000015,0.0,1,0.5,0.0,1175.42,0.0,4
M00715,614.23,0.0,0,0.0,0.0,-752.67,0.0,0,0.5,0.0,0.0,0.0,2
M00716,-6910.56,0.018783542039355998,0,0.0,0.0,-332.4000000000001,0.06593406593406592,0,0.0,0.0,2478.81,0.14285714285714285,1
M00717,2551.08,-0.2708333333333333,4,0.0,0.5,-2592.7,-0.0625,-2,0.0,0.5,144.63,0.0,4
M00718,2645.6099999999997,0.0,0,0.5,0.0,-3769.35,0.0,0,0.5,0.0,715.93,0.0,1
M00719,-90.79000000000002,-0.25,2,0.5,0.0,938.6199999999999,0.2,-1,0.5,0.0,1202.33,0.2,1
M00720,-86.58,0.0,0,0.0,0.0,220.85,0.0,1,0.0,0.0,220.85,0.0,1
M00721,238.28000000000003,0.0,1,1.0,1.0,770.1099999999999,0.125,0,0.5,0.0,1008.39,0.125,1
M00722,-424.71999999999997,-0.14285714285714285,-1,0.0,0.5,-95.74999999999994,0.5,0,0.0,0.0,379.35,0.5,15
M00723,-548.5699999999999,0.0,0,0.0,0.0,355.63,0.0,0,0.0,0.0,355.63,0.0,0
