settlement_id,merchant_id,settlement_account_id,amount,timestamp
S00000970,M0120,SA0122,22510.56,2026-03-14 04:00:00
S00000971,M0120,SA0122,30523.26,2026-03-17 14:00:00
S00000972,M0120,SA0122,16250.0,2026-03-20 05:00:00
S00000973,M0120,SA0122,30712.46,2026-03-23 22:00:00
S00000974,M0120,SA0122,2495.82,2026-04-01 16:00:00
S00000975,M0121,SA0103,4621.71,2026-01-13 10:00:00
S00000976,M0121,SA0103,4829.43,2026-01-17 02:00:00
S00000977,M0121,SA0103,3801.71,2026-01-20 01:00:00
S00000978,M0121,SA0103,45174.65,2026-01-23 03:00:00
S00000979,M0121,SA0103,26708.0,2026-01-26 03:00:00
S00000980,M0121,SA0103,8667.65,2026-01-28 13:00:00
S00000981,M0121,SA0103,5306.34,2026-01-31 20:00:00
S00000982,M0121,SA0103,12922.85,2026-02-07 01:00:00
S00000983,M0121,SA0103,5132.49,2026-02-15 06:00:00
S00000984,M0121,SA0103,9135.3,2026-02-18 20:00:00
S00000985,M0121,SA0103,1958.96,2026-02-21 23:00:00
S00000986,M0121,SA0103,4050.41,2026-02-24 09:00:00
S00000987,M0121,SA0103,9800.07,2026-02-27 17:00:00
S00000988,M0121,SA0103,9358.35,2026-03-02 15:00:00
S00000989,M0121,SA0103,14632.07,2026-03-06 03:00:00
S00000990,M0121,SA0103,18168.23,2026-03-08 18:00:00
S00000991,M0121,SA0103,11451.19,2026-03-14 08:00:00
S00000992,M0121,SA0103,1956.57,2026-03-30 02:00:00
S00000993,M0122,SA0734,4764.42,2026-01-04 06:00:00
S00000994,M0122,SA0734,1166.59,2026-01-07 20:00:00
S00000995,M0122,SA0734,4913.13,2026-01-10 23:00:00
S00000996,M0122,SA0734,2599.24,2026-02-27 15:00:00
S00000997,M0122,SA0734,3058.31,2026-03-11 18:00:00
S00000998,M0122,SA0734,2986.84,2026-03-23 17:00:00
S00000999,M0122,SA0734,2736.24,2026-03-29 11:00:00
S00001000,M0123,SA0662,1178.24,2026-01-04 06:00:00
S00001001,M0123,SA0662,2176.75,2026-01-10 23:00:00
S00001002,M0123,SA0662,2043.75,2026-01-16 23:00:00
S00001003,M0123,SA0662,332.7,2026-01-25 05:00:00
S00001004,M0123,SA0662,2222.69,2026-02-13 03:00:00
S00001005,M0123,SA0662,3363.77,2026-02-18 19:00:00
S00001006,M0123,SA0662,357.07,2026-02-21 12:00:00
S00001007,M0123,SA0662,448.35,2026-03-14 21:00:00
S00001008,M0123,SA0662,789.72,2026-03-20 22:00:00
S00001009,M0124,SA0707,634.04,2026-01-16 18:00:00
S00001010,M0124,SA0707,329.96,2026-02-09 16:00:00
S00001011,M0124,SA0707,984.0,2026-02-15 15:00:00
S00001012,M0124,SA0707,1594.69,2026-03-02 10:00:00
S00001013,M0124,SA0707,468.92,2026-03-21 01:00:00
S00001014,M0124,SA0707,268.97,2026-03-26 22:00:00
S00001015,M0125,SA0072,2345.7,2026-01-04 09:00:00
S00001016,M0125,SA0072,1207.13,2026-01-10 10:00:00
S00001017,M0125,SA0072,1884.0,2026-01-13 10:00:00
S00001018,M0125,SA0072,471.56,2026-01-16 22:00:00
S00001019,M0125,SA0072,2216.84,2026-01-22 07:00:00
S00001020,M0125,SA0072,1625.45,2026-01-28 14:00:00
S00001021,M0125,SA0072,3248.01,2026-02-03 21:00:00
S00001022,M0125,SA0072,2182.01,2026-02-09 13:00:00
S00001023,M0125,SA0072,906.76,2026-02-18 06:00:00
S00001024,M0125,SA0072,1449.38,2026-02-24 09:00:00
S00001025,M0125,SA0072,899.45,2026-02-27 11:00:00
S00001026,M0125,SA0072,1757.22,2026-03-02 20:00:00
S00001027,M0125,SA0072,4448.28,2026-03-14 11:00:00
S00001028,M0125,SA0072,3078.38,2026-03-17 17:00:00
S00001029,M0125,SA0072,510.42,2026-03-27 02:00:00
S00001030,M0125,SA0072,664.5,2026-04-01 09:00:00
S00001031,M0126,SA0251,189.62,2026-01-13 19:00:00
S00001032,M0126,SA0251,301.18,2026-02-01 01:00:00
S00001033,M0126,SA0251,1287.5,2026-02-06 06:00:00
S00001034,M0126,SA0251,1454.8,2026-02-12 18:00:00
S00001035,M0126,SA0251,442.41,2026-02-15 14:00:00
S00001036,M0126,SA0251,291.46,2026-02-27 20:00:00
S00001037,M0126,SA0251,441.2,2026-03-02 20:00:00
S00001038,M0126,SA0251,1405.97,2026-03-05 14:00:00
S00001039,M0126,SA0251,1213.29,2026-03-08 22:00:00
S00001040,M0126,SA0251,925.26,2026-03-11 06:00:00
S00001041,M0126,SA0251,1071.33,2026-03-14 11:00:00
S00001042,M0126,SA0251,407.72,2026-03-21 02:00:00
S00001043,M0126,SA0251,289.2,2026-03-29 21:00:00
S00001044,M0126,SA0251,1724.64,2026-04-01 17:00:00
S00001045,M0127,SA0004,5796.83,2026-01-10 11:00:00
S00001046,M0127,SA0004,1900.01,2026-01-16 05:00:00
S00001047,M0127,SA0004,1610.82,2026-01-19 04:00:00
S00001048,M0127,SA0004,4131.75,2026-01-22 04:00:00
S00001049,M0127,SA0004,3509.77,2026-02-01 03:00:00
S00001050,M0127,SA0004,421.85,2026-02-06 18:00:00
S00001051,M0127,SA0004,2022.87,2026-02-10 03:00:00
S00001052,M0128,SA0707,2060.82,2026-01-08 00:00:00
S00001053,M0128,SA0707,1972.65,2026-01-16 12:00:00
S00001054,M0128,SA0707,1974.63,2026-01-31 06:00:00
S00001055,M0128,SA0707,974.29,2026-02-28 03:00:00
S00001056,M0128,SA0707,1645.27,2026-03-26 15:00:00
S00001057,M0129,SA0286,7338.62,2026-01-04 22:00:00
S00001058,M0129,SA0286,2628.78,2026-01-07 15:00:00
S00001059,M0129,SA0286,2850.7,2026-01-10 13:00:00
S00001060,M0129,SA0286,3051.63,2026-01-13 11:00:00
S00001061,M0129,SA0286,6169.79,2026-01-16 23:00:00
S00001062,M0129,SA0286,2917.25,2026-01-19 17:00:00
S00001063,M0129,SA0286,541.38,2026-01-23 02:00:00
S00001064,M0129,SA0286,780.07,2026-01-25 16:00:00
S00001065,M0129,SA0286,8826.7,2026-01-28 08:00:00
S00001066,M0129,SA0286,8038.38,2026-01-31 15:00:00
S00001067,M0129,SA0286,1000.79,2026-02-06 19:00:00
S00001068,M0129,SA0286,478.05,2026-02-10 01:00:00
S00001069,M0129,SA0286,1551.71,2026-02-18 11:00:00
S00001070,M0129,SA0286,3321.95,2026-02-21 16:00:00
S00001071,M0129,SA0286,1065.91,2026-02-24 12:00:00
S00001072,M0129,SA0286,2128.13,2026-02-27 19:00:00
S00001073,M0129,SA0286,2747.85,2026-03-02 10:00:00
S00001074,M0129,SA0286,2030.77,2026-03-05 15:00:00
S00001075,M0129,SA0286,2411.2,2026-03-08 11:00:00
S00001076,M0129,SA0286,4557.2,2026-03-11 17:00:00
S00001077,M0129,SA0286,1163.66,2026-03-14 08:00:00
S00001078,M0129,SA0286,1302.02,2026-03-17 08:00:00
S00001079,M0129,SA0286,2867.7,2026-03-20 20:00:00
S00001080,M0129,SA0286,6216.84,2026-03-23 19:00:00
S00001081,M0129,SA0286,5327.25,2026-03-26 10:00:00
S00001082,M0129,SA0286,2324.83,2026-03-29 19:00:00
S00001083,M0129,SA0286,1020.6,2026-04-01 06:00:00
S00001084,M0130,SA0037,18911.29,2026-01-04 20:00:00
S00001085,M0130,SA0037,3089.36,2026-01-07 21:00:00
S00001086,M0130,SA0037,1060.51,2026-02-06 17:00:00
S00001087,M0130,SA0037,6197.07,2026-02-12 19:00:00
S00001088,M0130,SA0037,32885.78,2026-03-03 02:00:00
S00001089,M0130,SA0037,14059.69,2026-03-05 08:00:00
S00001090,M0130,SA0037,10013.91,2026-03-08 07:00:00
S00001091,M0130,SA0037,19922.16,2026-03-15 02:00:00
S00001092,M0130,SA0037,18037.02,2026-03-23 07:00:00
S00001093,M0130,SA0037,4994.9,2026-03-26 21:00:00
S00001094,M0130,SA0037,9223.9,2026-04-01 18:00:00
S00001095,M0131,SA0735,3715.45,2026-01-10 16:00:00
S00001096,M0131,SA0735,17741.0,2026-01-19 17:00:00
S00001097,M0131,SA0735,5534.6,2026-01-22 05:00:00
S00001098,M0131,SA0735,15823.7,2026-01-28 07:00:00
S00001099,M0131,SA0735,7383.9,2026-01-31 11:00:00
S00001100,M0131,SA0735,4243.59,2026-02-03 15:00:00
S00001101,M0131,SA0735,4906.94,2026-02-09 23:00:00
S00001102,M0131,SA0735,4123.38,2026-02-12 11:00:00
S00001103,M0131,SA0735,2650.92,2026-02-15 11:00:00
S00001104,M0131,SA0735,24082.51,2026-02-24 21:00:00
S00001105,M0131,SA0735,3556.68,2026-03-02 23:00:00
S00001106,M0131,SA0735,16428.1,2026-03-05 08:00:00
S00001107,M0131,SA0735,5766.66,2026-03-11 11:00:00
S00001108,M0131,SA0735,8226.89,2026-03-14 14:00:00
S00001109,M0131,SA0735,32970.08,2026-03-18 03:00:00
S00001110,M0131,SA0735,1677.36,2026-03-20 04:00:00
S00001111,M0131,SA0735,24543.22,2026-03-26 04:00:00
S00001112,M0132,SA0620,1499.16,2026-01-04 04:00:00
S00001113,M0132,SA0620,4916.16,2026-01-07 19:00:00
S00001114,M0132,SA0620,3216.29,2026-01-13 07:00:00
S00001115,M0132,SA0620,2202.57,2026-01-16 13:00:00
S00001116,M0132,SA0620,1170.2,2026-01-22 09:00:00
S00001117,M0132,SA0620,3144.77,2026-01-25 17:00:00
S00001118,M0132,SA0620,3775.91,2026-01-28 07:00:00
S00001119,M0132,SA0620,2662.16,2026-02-09 10:00:00
S00001120,M0132,SA0620,7605.88,2026-02-16 00:00:00
S00001121,M0132,SA0620,944.58,2026-02-24 13:00:00
S00001122,M0132,SA0620,1486.61,2026-02-27 13:00:00
S00001123,M0132,SA0620,6341.09,2026-03-02 13:00:00
S00001124,M0132,SA0620,654.51,2026-03-05 17:00:00
S00001125,M0132,SA0620,5664.49,2026-03-14 13:00:00
S00001126,M0132,SA0620,815.91,2026-03-17 20:00:00
S00001127,M0132,SA0620,2112.42,2026-03-26 05:00:00
S00001128,M0132,SA0620,3304.55,2026-04-01 11:00:00
S00001129,M0133,SA0679,8869.89,2026-01-04 15:00:00
S00001130,M0133,SA0679,11405.61,2026-01-13 20:00:00
S00001131,M0133,SA0679,11368.67,2026-01-28 08:00:00
S00001132,M0133,SA0679,41724.03,2026-01-31 14:00:00
S00001133,M0133,SA0679,9313.72,2026-02-03 23:00:00
S00001134,M0133,SA0679,5231.08,2026-02-06 11:00:00
S00001135,M0133,SA0679,7714.97,2026-02-12 20:00:00
S00001136,M0133,SA0679,11257.48,2026-02-27 07:00:00
S00001137,M0133,SA0679,3119.54,2026-03-03 00:00:00
S00001138,M0133,SA0679,22640.1,2026-03-05 21:00:00
S00001139,M0133,SA0679,12180.26,2026-03-08 20:00:00
S00001140,M0133,SA0679,29944.52,2026-03-17 14:00:00
S00001141,M0133,SA0679,4689.8,2026-03-23 13:00:00
S00001142,M0133,SA0679,5855.81,2026-04-01 16:00:00
S00001143,M0134,SA0579,180.73,2026-01-16 17:00:00
S00001144,M0134,SA0579,1406.97,2026-01-22 20:00:00
S00001145,M0134,SA0579,357.14,2026-02-18 05:00:00
S00001146,M0134,SA0579,609.89,2026-03-02 22:00:00
S00001147,M0134,SA0579,424.52,2026-03-14 14:00:00
S00001148,M0135,SA0011,5705.96,2026-01-07 23:00:00
S00001149,M0135,SA0011,7401.06,2026-01-11 01:00:00
S00001150,M0135,SA0011,6531.05,2026-01-19 20:00:00
S00001151,M0135,SA0011,15847.29,2026-02-03 06:00:00
S00001152,M0135,SA0011,37446.15,2026-02-06 14:00:00
S00001153,M0135,SA0011,13078.56,2026-02-09 06:00:00
S00001154,M0135,SA0011,10010.34,2026-02-12 16:00:00
S00001155,M0135,SA0011,7109.17,2026-02-16 01:00:00
S00001156,M0135,SA0011,3332.18,2026-02-18 05:00:00
S00001157,M0135,SA0011,6862.25,2026-02-24 23:00:00
S00001158,M0135,SA0011,11182.45,2026-02-27 21:00:00
S00001159,M0135,SA0011,14593.44,2026-03-03 01:00:00
S00001160,M0135,SA0011,5519.35,2026-03-05 06:00:00
S00001161,M0135,SA0011,9098.45,2026-03-11 18:00:00
S00001162,M0135,SA0011,1768.68,2026-04-01 16:00:00
S00001163,M0136,SA0666,4274.44,2026-01-04 11:00:00
S00001164,M0136,SA0666,893.62,2026-01-08 01:00:00
S00001165,M0136,SA0666,1692.61,2026-01-10 12:00:00
S00001166,M0136,SA0666,1297.98,2026-01-22 09:00:00
S00001167,M0136,SA0666,379.17,2026-01-25 19:00:00
S00001168,M0136,SA0666,536.37,2026-01-31 22:00:00
S00001169,M0136,SA0666,1055.49,2026-02-03 16:00:00
S00001170,M0136,SA0666,1645.0,2026-02-06 16:00:00
S00001171,M0136,SA0666,443.69,2026-02-09 16:00:00
S00001172,M0136,SA0666,785.5,2026-02-18 16:00:00
S00001173,M0136,SA0666,857.63,2026-02-21 22:00:00
S00001174,M0136,SA0666,396.28,2026-02-27 16:00:00
S00001175,M0136,SA0666,1306.76,2026-03-02 09:00:00
S00001176,M0136,SA0666,1631.75,2026-03-05 07:00:00
S00001177,M0136,SA0666,2022.56,2026-03-11 06:00:00
S00001178,M0136,SA0666,479.9,2026-03-18 01:00:00
S00001179,M0136,SA0666,1741.68,2026-03-20 06:00:00
S00001180,M0136,SA0666,1025.96,2026-03-23 06:00:00
S00001181,M0136,SA0666,2280.17,2026-03-27 02:00:00
S00001182,M0137,SA0591,6730.25,2026-01-07 06:00:00
S00001183,M0137,SA0591,1960.89,2026-01-10 06:00:00
S00001184,M0137,SA0591,4004.18,2026-01-16 06:00:00
S00001185,M0137,SA0591,4111.23,2026-01-31 17:00:00
S00001186,M0137,SA0591,2987.19,2026-02-03 16:00:00
S00001187,M0137,SA0591,4022.6,2026-02-09 10:00:00
S00001188,M0137,SA0591,376.54,2026-02-15 12:00:00
S00001189,M0137,SA0591,3409.23,2026-02-24 22:00:00
S00001190,M0137,SA0591,3804.86,2026-02-27 19:00:00
S00001191,M0137,SA0591,975.24,2026-03-05 14:00:00
S00001192,M0137,SA0591,918.61,2026-03-17 23:00:00
S00001193,M0137,SA0591,2500.41,2026-03-23 19:00:00
S00001194,M0138,SA0587,1320.3,2026-01-07 08:00:00
S00001195,M0138,SA0587,1263.3,2026-01-13 06:00:00
S00001196,M0138,SA0587,540.41,2026-02-09 14:00:00
S00001197,M0138,SA0587,857.47,2026-03-05 22:00:00
S00001198,M0138,SA0587,1140.59,2026-03-08 04:00:00
S00001199,M0138,SA0587,818.05,2026-03-26 12:00:00
S00001200,M0139,SA0199,4185.06,2026-01-04 19:00:00
S00001201,M0139,SA0199,2853.6,2026-01-07 11:00:00
S00001202,M0139,SA0199,12189.64,2026-01-28 21:00:00
S00001203,M0139,SA0199,12606.14,2026-01-31 13:00:00
S00001204,M0139,SA0199,2405.85,2026-02-15 22:00:00
S00001205,M0139,SA0199,2893.5,2026-02-18 22:00:00
S00001206,M0139,SA0199,2642.81,2026-02-25 02:00:00
S00001207,M0139,SA0199,9265.55,2026-03-12 01:00:00
S00001208,M0139,SA0199,6057.68,2026-03-26 07:00:00
S00001209,M0139,SA0199,1955.98,2026-03-29 14:00:00
S00001210,M0140,SA0293,224.01,2026-01-04 20:00:00
S00001211,M0140,SA0293,2062.9,2026-01-11 01:00:00
S00001212,M0140,SA0293,647.47,2026-01-19 20:00:00
S00001213,M0140,SA0293,1800.1,2026-02-12 16:00:00
S00001214,M0140,SA0293,1063.95,2026-03-02 23:00:00
S00001215,M0140,SA0293,2151.75,2026-03-26 16:00:00
S00001216,M0141,SA0697,291.94,2026-01-11 02:00:00
S00001217,M0141,SA0697,1589.05,2026-01-13 11:00:00
S00001218,M0141,SA0697,685.47,2026-02-04 00:00:00
S00001219,M0141,SA0697,551.7,2026-02-06 17:00:00
S00001220,M0141,SA0697,1826.74,2026-02-12 22:00:00
S00001221,M0141,SA0697,319.87,2026-02-19 00:00:00
S00001222,M0141,SA0697,882.21,2026-03-05 12:00:00
S00001223,M0141,SA0697,1964.52,2026-03-11 22:00:00
S00001224,M0141,SA0697,1589.39,2026-03-23 16:00:00
S00001225,M0141,SA0697,1787.23,2026-03-29 15:00:00
S00001226,M0142,SA0050,15741.41,2026-01-05 00:00:00
S00001227,M0142,SA0050,953.76,2026-01-07 11:00:00
S00001228,M0142,SA0050,5596.29,2026-01-10 11:00:00
S00001229,M0142,SA0050,3601.76,2026-01-14 02:00:00
S00001230,M0142,SA0050,6476.72,2026-01-17 03:00:00
S00001231,M0142,SA0050,4199.35,2026-01-19 12:00:00
S00001232,M0142,SA0050,8876.96,2026-01-22 08:00:00
S00001233,M0142,SA0050,3573.14,2026-01-25 16:00:00
S00001234,M0142,SA0050,2497.33,2026-01-29 01:00:00
S00001235,M0142,SA0050,4874.26,2026-02-01 03:00:00
S00001236,M0142,SA0050,7913.23,2026-02-03 19:00:00
S00001237,M0142,SA0050,5688.43,2026-02-06 19:00:00
S00001238,M0142,SA0050,10950.76,2026-02-09 22:00:00
S00001239,M0142,SA0050,6991.57,2026-02-12 17:00:00
S00001240,M0142,SA0050,2292.35,2026-02-16 00:00:00
S00001241,M0142,SA0050,5012.31,2026-02-18 15:00:00
S00001242,M0142,SA0050,4051.04,2026-02-21 18:00:00
S00001243,M0142,SA0050,6487.75,2026-02-24 17:00:00
S00001244,M0142,SA0050,4898.66,2026-02-27 10:00:00
S00001245,M0142,SA0050,10620.58,2026-03-02 23:00:00
S00001246,M0142,SA0050,5151.83,2026-03-05 11:00:00
S00001247,M0142,SA0050,3050.23,2026-03-09 02:00:00
S00001248,M0142,SA0050,2936.0,2026-03-11 11:00:00
S00001249,M0142,SA0050,10635.28,2026-03-14 05:00:00
S00001250,M0142,SA0050,7489.9,2026-03-17 17:00:00
S00001251,M0142,SA0050,5512.67,2026-03-20 19:00:00
S00001252,M0142,SA0050,3381.19,2026-03-23 18:00:00
S00001253,M0142,SA0050,5450.89,2026-03-26 07:00:00
S00001254,M0142,SA0050,3889.4,2026-03-29 21:00:00
S00001255,M0142,SA0050,6267.58,2026-04-01 16:00:00
S00001256,M0143,SA0104,1959.21,2026-01-23 01:00:00
S00001257,M0143,SA0104,3857.85,2026-03-14 12:00:00
S00001258,M0144,SA0595,14558.27,2026-01-11 01:00:00
S00001259,M0144,SA0595,27184.56,2026-01-13 21:00:00
S00001260,M0144,SA0595,15364.3,2026-01-20 03:00:00
S00001261,M0144,SA0595,51274.32,2026-01-31 04:00:00
S00001262,M0144,SA0595,4034.99,2026-02-03 16:00:00
S00001263,M0144,SA0595,37282.69,2026-02-09 08:00:00
S00001264,M0144,SA0595,10968.95,2026-02-12 04:00:00
S00001265,M0144,SA0595,16108.4,2026-02-18 10:00:00
S00001266,M0144,SA0595,1894.74,2026-02-22 03:00:00
S00001267,M0144,SA0595,16216.45,2026-03-02 14:00:00
S00001268,M0144,SA0595,6678.29,2026-03-08 10:00:00
S00001269,M0144,SA0595,6023.96,2026-03-11 08:00:00
S00001270,M0144,SA0595,14563.36,2026-03-26 04:00:00
S00001271,M0144,SA0595,34165.46,2026-04-01 18:00:00
S00001272,M0145,SA0599,1871.97,2026-01-28 22:00:00
S00001273,M0145,SA0599,876.18,2026-02-09 19:00:00
S00001274,M0145,SA0599,747.37,2026-02-18 07:00:00
S00001275,M0145,SA0599,839.3,2026-02-21 08:00:00
S00001276,M0145,SA0599,1279.28,2026-03-08 09:00:00
S00001277,M0145,SA0599,250.31,2026-03-26 17:00:00
S00001278,M0146,SA0448,2216.14,2026-01-04 13:00:00
S00001279,M0146,SA0448,1259.02,2026-01-07 13:00:00
S00001280,M0146,SA0448,2050.28,2026-01-10 22:00:00
S00001281,M0146,SA0448,3496.82,2026-01-13 18:00:00
S00001282,M0146,SA0448,1602.93,2026-01-19 13:00:00
S00001283,M0146,SA0448,2632.81,2026-01-23 03:00:00
S00001284,M0146,SA0448,1800.23,2026-01-26 01:00:00
S00001285,M0146,SA0448,4331.72,2026-01-28 23:00:00
S00001286,M0146,SA0448,6370.5,2026-01-31 19:00:00
S00001287,M0146,SA0448,2734.44,2026-02-06 23:00:00
S00001288,M0146,SA0448,1741.12,2026-02-09 22:00:00
S00001289,M0146,SA0448,2711.79,2026-02-12 18:00:00
S00001290,M0146,SA0448,971.75,2026-02-15 17:00:00
S00001291,M0146,SA0448,5170.26,2026-02-18 16:00:00
S00001292,M0146,SA0448,979.0,2026-02-21 17:00:00
S00001293,M0146,SA0448,475.48,2026-02-24 13:00:00
S00001294,M0146,SA0448,3615.66,2026-03-02 13:00:00
S00001295,M0146,SA0448,1834.06,2026-03-08 08:00:00
S00001296,M0146,SA0448,3111.71,2026-03-20 15:00:00
S00001297,M0146,SA0448,2283.59,2026-03-23 06:00:00
S00001298,M0146,SA0448,15767.6,2026-03-26 07:00:00
S00001299,M0146,SA0448,2409.57,2026-03-29 04:00:00
S00001300,M0147,SA0576,8122.23,2026-01-04 14:00:00
S00001301,M0147,SA0576,1737.65,2026-01-08 02:00:00
S00001302,M0147,SA0576,6941.26,2026-01-10 18:00:00
S00001303,M0147,SA0576,11638.62,2026-01-13 07:00:00
S00001304,M0147,SA0576,5644.84,2026-01-17 01:00:00
S00001305,M0147,SA0576,6026.03,2026-01-19 20:00:00
S00001306,M0147,SA0576,8252.48,2026-01-22 14:00:00
S00001307,M0147,SA0576,5529.23,2026-01-25 11:00:00
S00001308,M0147,SA0576,1755.76,2026-01-29 00:00:00
S00001309,M0147,SA0576,15985.52,2026-01-31 12:00:00
S00001310,M0147,SA0576,8949.64,2026-02-03 17:00:00
S00001311,M0147,SA0576,6303.05,2026-02-06 12:00:00
S00001312,M0147,SA0576,5426.01,2026-02-09 13:00:00
S00001313,M0147,SA0576,13970.01,2026-02-12 18:00:00
S00001314,M0147,SA0576,7708.14,2026-02-15 07:00:00
S00001315,M0147,SA0576,10443.21,2026-02-19 01:00:00
S00001316,M0147,SA0576,4347.39,2026-02-22 00:00:00
S00001317,M0147,SA0576,2965.32,2026-02-24 11:00:00
S00001318,M0147,SA0576,9990.09,2026-02-27 12:00:00
S00001319,M0147,SA0576,6714.52,2026-03-02 05:00:00
S00001320,M0147,SA0576,7868.98,2026-03-05 12:00:00
S00001321,M0147,SA0576,8511.78,2026-03-08 19:00:00
S00001322,M0147,SA0576,25148.76,2026-03-11 11:00:00
S00001323,M0147,SA0576,6309.17,2026-03-14 18:00:00
S00001324,M0147,SA0576,2522.22,2026-03-17 10:00:00
S00001325,M0147,SA0576,4215.28,2026-03-20 08:00:00
S00001326,M0147,SA0576,3250.68,2026-03-23 11:00:00
S00001327,M0147,SA0576,10097.66,2026-03-27 02:00:00
S00001328,M0147,SA0576,10053.08,2026-03-30 03:00:00
S00001329,M0147,SA0576,8020.74,2026-04-01 16:00:00
S00001330,M0148,SA0683,732.48,2026-01-11 02:00:00
S00001331,M0148,SA0683,470.42,2026-02-06 19:00:00
S00001332,M0148,SA0683,446.64,2026-04-01 14:00:00
S00001333,M0149,SA0108,818.45,2026-02-21 20:00:00
S00001334,M0149,SA0108,928.49,2026-03-26 18:00:00
S00001335,M0149,SA0108,778.17,2026-03-29 16:00:00
S00001336,M0150,SA0087,633.54,2026-01-10 06:00:00
S00001337,M0150,SA0087,3480.05,2026-01-13 18:00:00
S00001338,M0150,SA0087,922.5,2026-01-28 15:00:00
S00001339,M0150,SA0087,174.59,2026-02-03 06:00:00
S00001340,M0150,SA0087,574.43,2026-02-06 15:00:00
S00001341,M0150,SA0087,435.68,2026-02-15 14:00:00
S00001342,M0150,SA0087,2192.81,2026-03-06 03:00:00
S00001343,M0150,SA0087,2441.62,2026-03-14 15:00:00
S00001344,M0150,SA0087,2505.27,2026-03-20 11:00:00
S00001345,M0150,SA0087,342.53,2026-03-29 23:00:00
S00001346,M0151,SA0184,3920.16,2026-02-12 13:00:00
S00001347,M0151,SA0184,1212.75,2026-03-05 07:00:00
S00001348,M0151,SA0184,506.85,2026-03-08 19:00:00
S00001349,M0151,SA0184,1555.5,2026-03-20 15:00:00
S00001350,M0151,SA0184,2831.4,2026-03-29 17:00:00
S00001351,M0152,SA0229,794.89,2026-01-04 21:00:00
S00001352,M0152,SA0229,2240.22,2026-01-14 02:00:00
S00001353,M0152,SA0229,2698.06,2026-01-16 20:00:00
S00001354,M0152,SA0229,3253.85,2026-01-19 23:00:00
S00001355,M0152,SA0229,687.16,2026-01-28 04:00:00
S00001356,M0152,SA0229,1040.29,2026-02-12 16:00:00
S00001357,M0152,SA0229,2658.58,2026-02-21 23:00:00
S00001358,M0152,SA0229,1621.39,2026-02-24 09:00:00
S00001359,M0152,SA0229,7722.16,2026-02-27 15:00:00
S00001360,M0152,SA0229,3542.64,2026-03-02 19:00:00
S00001361,M0152,SA0229,3070.78,2026-03-05 08:00:00
S00001362,M0152,SA0229,469.29,2026-03-14 09:00:00
S00001363,M0152,SA0229,2440.94,2026-03-17 04:00:00
S00001364,M0152,SA0229,572.19,2026-03-20 15:00:00
S00001365,M0152,SA0229,1123.97,2026-03-29 11:00:00
S00001366,M0153,SA0258,394.47,2026-01-28 12:00:00
S00001367,M0153,SA0258,1298.34,2026-01-31 18:00:00
S00001368,M0153,SA0258,609.79,2026-02-09 14:00:00
S00001369,M0153,SA0258,2228.81,2026-02-18 15:00:00
S00001370,M0153,SA0258,5921.39,2026-02-22 00:00:00
S00001371,M0153,SA0258,2339.32,2026-03-08 13:00:00
S00001372,M0153,SA0258,855.84,2026-03-12 03:00:00
S00001373,M0153,SA0258,234.33,2026-04-01 04:00:00
S00001374,M0154,SA0271,633.55,2026-01-04 04:00:00
S00001375,M0154,SA0271,2334.51,2026-01-10 06:00:00
S00001376,M0154,SA0271,252.87,2026-01-16 16:00:00
S00001377,M0154,SA0271,1499.42,2026-01-22 15:00:00
S00001378,M0154,SA0271,327.18,2026-01-25 11:00:00
S00001379,M0154,SA0271,393.81,2026-01-28 20:00:00
S00001380,M0154,SA0271,523.62,2026-01-31 08:00:00
S00001381,M0154,SA0271,852.14,2026-02-12 12:00:00
S00001382,M0154,SA0271,984.09,2026-02-15 10:00:00
S00001383,M0154,SA0271,1245.08,2026-02-24 13:00:00
S00001384,M0154,SA0271,1358.94,2026-02-27 15:00:00
S00001385,M0154,SA0271,1136.68,2026-03-08 19:00:00
S00001386,M0154,SA0271,862.24,2026-03-11 13:00:00
S00001387,M0154,SA0271,876.53,2026-03-14 19:00:00
S00001388,M0154,SA0271,791.94,2026-03-23 23:00:00
S00001389,M0155,SA0165,466.25,2026-02-12 18:00:00
S00001390,M0155,SA0165,552.17,2026-03-17 13:00:00
S00001391,M0156,SA0513,1835.26,2026-01-22 15:00:00
S00001392,M0156,SA0513,3544.21,2026-02-15 06:00:00
S00001393,M0157,SA0083,1307.28,2026-01-04 09:00:00
S00001394,M0157,SA0083,2096.47,2026-01-10 20:00:00
S00001395,M0157,SA0083,792.95,2026-01-16 18:00:00
S00001396,M0157,SA0083,645.66,2026-03-03 03:00:00
S00001397,M0157,SA0083,1107.46,2026-03-23 20:00:00
S00001398,M0159,SA0494,4990.67,2026-01-05 00:00:00
S00001399,M0159,SA0494,3558.43,2026-01-07 19:00:00
S00001400,M0159,SA0494,7851.98,2026-01-13 11:00:00
S00001401,M0159,SA0494,2553.94,2026-01-17 00:00:00
S00001402,M0159,SA0494,12119.36,2026-01-19 07:00:00
S00001403,M0159,SA0494,9863.51,2026-01-25 11:00:00
S00001404,M0159,SA0494,5083.18,2026-01-28 07:00:00
S00001405,M0159,SA0494,3187.61,2026-01-31 08:00:00
S00001406,M0159,SA0494,21496.31,2026-02-06 13:00:00
S00001407,M0159,SA0494,4602.29,2026-02-10 02:00:00
S00001408,M0159,SA0494,993.83,2026-02-12 07:00:00
