customer_id,customer_since,region
C1076,2025-06-03,south
C1077,2025-12-31,south
C1078,2025-03-05,west
C1079,2025-02-05,east
C1080,2025-01-11,south
C1081,2025-10-25,east
C1082,2025-05-29,north
C1083,2025-06-09,west
C1084,2025-08-25,south
C1085,2025-06-08,south
C1086,2025-07-29,north
C1087,2025-01-22,south
C1088,2025-02-27,south
C1089,2025-12-07,south
C1090,2025-06-14,north
C1091,2025-03-03,north
C1092,2025-05-15,east
C1093,2025-05-03,north
C1094,2025-04-11,west
C1095,2025-04-18,central
C1096,2025-09-24,south
C1097,2025-02-08,central
C1098,2025-04-24,north
C1099,2025-06-20,north
C1100,2025-07-17,west
C1101,2025-11-18,west
C1102,2025-12-03,west
C1103,2025-04-19,north
C1104,2025-07-16,west
C1105,2025-01-09,south
C1106,2025-08-14,south
C1107,2025-02-25,north
C1108,2025-01-27,central
C1109,2025-09-03,north
C1110,2025-03-07,west
C1111,2025-06-24,east
C1112,2025-02-06,west
C1113,2025-09-30,west
C1114,2025-10-07,west
C1115,2025-07-29,north
C1116,2025-11-02,north
C1117,2025-06-09,east
C1118,2025-03-10,south
C1119,2025-02-25,north
C1120,2025-03-22,north
C1121,2025-03-15,south
C1122,2025-04-28,north
C1123,2025-03-20,north
C1124,2025-08-04,central
C1125,2025-02-24,south
C1126,2025-08-15,central
C1127,2025-05-02,central
C1128,2025-09-08,north
C1129,2025-07-07,west
C1130,2025-11-27,east
C1131,2025-06-10,west
C1132,2025-04-18,north
C1133,2025-08-04,north
C1134,2025-08-29,north
C1135,2025-06-10,east
C1136,2025-07-24,central
C1137,2025-06-21,west
C1138,2025-04-22,west
C1139,2025-04-25,central
C1140,2025-11-28,west
C1141,2025-09-04,north
C1142,2025-02-04,west
C1143,2025-12-18,south
C1144,2025-09-17,north
C1145,2025-01-19,east
C1146,2025-09-23,central
C1147,2025-08-04,south
C1148,2025-12-01,east
C1149,2025-06-28,north
C1150,2025-07-09,north
C1151,2025-04-25,north
C1152,2025-04-28,west
C1153,2025-08-14,west
C1154,2025-10-30,north
C1155,2025-11-22,south
C1156,2025-10-09,north
C1157,2025-08-11,north
C1158,2025-07-02,east
C1159,2025-05-04,west
C1160,2025-10-08,east
C1161,2025-04-27,south
C1162,2025-04-08,east
C1163,2025-11-13,north
C1164,2025-08-04,north
C1165,2025-05-10,central
C1166,2025-11-12,west
C1167,2025-12-18,central
C1168,2025-04-27,central
C1169,2025-07-10,east
C1170,2025-06-26,central
C1171,2025-09-14,south
C1172,2025-12-14,north
C1173,2025-07-20,north
C1174,2025-10-19,north
C1175,2025-08-06,north
C1176,2025-11-20,south
C1177,2025-05-28,west
C1178,2025-05-21,west
C1179,2025-06-04,east
C1180,2025-12-30,north
C1181,2025-08-12,west
C1182,2025-02-25,south
C1183,2025-01-15,north
C1184,2025-07-09,south
C1185,2025-10-22,south
C1186,2025-06-24,south
C1187,2025-07-24,west
C1188,2025-10-19,west
C1189,2025-07-08,west
C1190,2025-11-28,north
C1191,2025-08-21,west
C1192,2025-09-24,west
C1193,2025-10-13,north
C1194,2025-08-17,east
C1195,2025-01-19,east
C1196,2025-06-06,south
C1197,2025-02-21,north
C1198,2025-07-06,east
C1199,2025-02-22,north
C1200,2025-07-05,north
C1201,2025-05-06,north
C1202,2025-01-08,central
C1203,2025-02-15,south
C1204,2025-07-03,south
C1205,2025-01-29,south
C1206,2025-11-09,central
C1207,2025-10-04,east
C1208,2025-09-16,central
C1209,2025-03-04,south
C1210,2025-10-18,north
C1211,2025-08-20,east
C1212,2025-05-23,south
C1213,2025-01-01,west
C1214,2025-07-13,west
C1215,2025-10-18,south
C1216,2025-01-13,central
C1217,2025-01-20,east
C1218,2025-05-20,south
C1219,2025-07-06,east
C1220,2025-06-23,north
C1221,2025-06-05,west
C1222,2025-04-04,north
C1223,2025-01-22,south
C1224,2025-01-12,east
C1225,2025-02-06,north
C1226,2025-09-09,north
C1227,2025-10-14,west
C1228,2025-06-08,north
C1229,2025-01-29,south
C1230,2025-06-01,south
C1231,2025-12-26,north
C1232,2025-04-02,north
C1233,2025-06-29,west
C1234,2025-07-16,central
C1235,2025-05-01,north
C1236,2025-06-09,central
C1237,2025-06-22,east
C1238,2025-06-23,east
C1239,2025-09-19,west
C1240,2025-08-01,west
C1241,2025-01-20,west
C1242,2025-01-03,east
C1243,2025-05-30,east
C1244,2025-11-28,south
C1245,2025-01-14,north
C1246,2025-01-26,west
C1247,2025-09-05,north
C1248,2025-06-14,south
C1249,2025-03-26,north
C1250,2025-03-17,north
C1251,2025-08-31,east
C1252,2025-07-11,east
C1253,2025-08-21,south
C1254,2025-04-13,north
C1255,2025-07-12,south
C1256,2025-11-10,south
C1257,2025-04-26,west
C1258,2025-05-25,east
C1259,2025-03-01,east
C1260,2025-08-22,east
C1261,2025-01-12,central
C1262,2025-04-01,west
C1263,2025-09-18,east
C1264,2025-01-08,south
C1265,2025-12-28,north
C1266,2025-05-28,central
C1267,2025-05-26,south
C1268,2025-07-15,south
C1269,2025-08-22,central
C1270,2025-06-17,west
C1271,2025-11-19,north
C1272,2025-12-18,north
C1273,2025-03-15,north
C1274,2025-09-15,east
C1275,2025-04-20,north
C1276,2025-12-30,central
C1277,2025-04-03,central
C1278,2025-04-18,east
C1279,2025-09-18,east
C1280,2025-10-16,south
C1281,2025-02-16,north
C1282,2025-07-22,west
C1283,2025-05-07,north
C1284,2025-08-12,north
C1285,2025-07-23,south
C1286,2025-12-26,north
C1287,2025-12-07,south
C1288,2025-08-27,west
C1289,2025-09-05,west
C1290,2025-11-25,east
C1291,2025-03-08,west
C1292,2025-09-22,south
C1293,2025-10-09,west
C1294,2025-02-16,east
C1295,2025-11-18,north
C1296,2025-09-13,central
C1297,2025-05-07,south
C1298,2025-06-26,north
C1299,2025-06-28,south
C1300,2025-12-02,south
C1301,2025-12-20,south
C1302,2025-10-22,east
C1303,2025-08-27,central
C1304,2025-02-08,south
C1305,2025-11-30,east
C1306,2025-02-18,south
C1307,2025-03-02,west
C1308,2025-01-26,north
C1309,2025-12-12,north
C1310,2025-06-30,east
C1311,2025-03-28,west
C1312,2025-01-30,west
C1313,2025-05-31,east
C1314,2025-09-22,west
C1315,2025-12-30,south
C1316,2025-07-21,north
C1317,2025-08-10,north
C1318,2025-11-02,north
C1319,2025-11-26,south
C1320,2025-04-13,east
C1321,2025-12-29,south
C1322,2025-07-09,east
C1323,2025-12-06,east
C1324,2025-02-12,west
C1325,2025-02-05,west
C1326,2025-11-19,south
C1327,2025-09-03,south
C1328,2025-03-05,east
C1329,2025-11-23,east
C1330,2025-02-07,south
C1331,2025-09-07,south
C1332,2025-03-16,west
C1333,2025-01-26,east
C1334,2025-10-22,north
C1335,2025-11-06,south
C1336,2025-02-08,central
C1337,2025-02-03,north
C1338,2025-08-13,west
C1339,2025-01-11,north
C1340,2025-09-30,east
C1341,2025-12-01,south
C1342,2025-10-02,north
C1343,2025-03-26,central
C1344,2025-03-11,south
C1345,2025-09-06,central
C1346,2025-01-23,south
C1347,2025-07-16,west
C1348,2025-06-13,central
C1349,2025-09-29,east
C1350,2025-03-15,north
C1351,2025-10-06,west
C1352,2025-09-13,east
C1353,2025-03-29,central
C1354,2025-05-11,south
C1355,2025-01-25,south
C1356,2025-06-14,north
C1357,2025-04-06,west
C1358,2025-02-11,central
C1359,2025-07-24,north
C1360,2025-07-27,west
C1361,2025-02-01,central
C1362,2025-03-09,north
C1363,2025-01-31,north
C1364,2025-09-05,west
C1365,2025-05-04,east
C1366,2025-01-26,north
C1367,2025-03-11,west
C1368,2025-12-23,east
C1369,2025-04-04,central
C1370,2025-09-07,west
C1371,2025-06-20,west
C1372,2025-03-08,east
C1373,2025-04-23,south
C1374,2025-01-06,east
C1375,2025-09-30,north
C1376,2025-05-03,east
C1377,2025-07-02,north
C1378,2025-02-25,east
C1379,2025-10-28,north
C1380,2025-03-21,south
C1381,2025-07-26,north
C1382,2025-11-15,east
C1383,2025-09-18,west
C1384,2025-08-09,north
C1385,2025-11-21,west
C1386,2025-03-06,west
C1387,2025-12-18,south
C1388,2025-07-23,east
C1389,2025-05-30,south
C1390,2025-04-04,north
C1391,2025-09-29,east
C1392,2025-12-23,north
C1393,2025-09-09,west
C1394,2025-01-12,central
C1395,2025-06-21,west
C1396,2025-09-25,east
C1397,2025-05-26,east
C1398,2025-10-10,central
C1399,2025-09-16,south
C1400,2025-01-25,north
C1401,2025-07-23,east
C1402,2025-03-04,south
C1403,2025-06-27,south
C1404,2025-05-21,north
C1405,2025-10-22,east
C1406,2025-11-13,south
C1407,2025-06-18,north
C1408,2025-07-16,north
C1409,2025-08-17,south
C1410,2025-08-28,west
C1411,2025-08-20,south
C1412,2025-10-13,west
C1413,2025-12-25,west
C1414,2025-10-30,south
C1415,2025-02-19,west
C1416,2025-06-23,west
C1417,2025-06-18,east
C1418,2025-07-05,north
C1419,2025-07-12,north
C1420,2025-09-20,central
C1421,2025-06-03,west
C1422,2025-04-07,central
C1423,2025-06-17,central
C1424,2025-11-08,north
C1425,2025-04-24,west
C1426,2025-01-08,south
C1427,2025-12-23,west
C1428,2025-03-13,north
C1429,2025-08-09,south
C1430,2025-10-20,west
C1431,2025-04-11,west
C1432,2025-05-05,east
C1433,2025-04-13,south
C1434,2025-02-24,south
C1435,2025-02-25,central
C1436,2025-03-10,south
C1437,2025-06-17,south
C1438,2025-07-13,east
C1439,2025-01-06,south
C1440,2025-11-05,east
C1441,2025-09-04,south
C1442,2025-01-26,west
C1443,2025-11-04,central
C1444,2025-01-12,central
C1445,2025-07-24,east
C1446,2025-06-19,south
C1447,2025-07-03,west
C1448,2025-12-16,west
C1449,2025-12-05,east
C1450,2025-04-12,west
C1451,2025-07-31,west
C1452,2025-12-17,west
C1453,2025-09-24,west
C1454,2025-11-21,north
C1455,2025-06-08,east
C1456,2025-04-14,east
C1457,2025-07-06,north
C1458,2025-10-26,west
C1459,2025-12-06,east
C1460,2025-09-08,north
C1461,2025-09-15,west
C1462,2025-07-06,west
C1463,2025-04-27,west
C1464,2025-06-04,south
C1465,2025-07-01,west
C1466,2025-10-25,south
C1467,2025-07-22,east
C1468,2025-10-17,north
C1469,2025-01-10,east
C1470,2025-10-04,west
C1471,2025-07-05,east
C1472,2025-12-31,east
C1473,2025-06-22,west
C1474,2025-06-24,west
C1475,2025-02-16,south
C1476,2025-10-22,central
C1477,2025-09-14,west
C1478,2025-11-11,central
C1479,2025-02-03,central
C1480,2025-03-19,central
C1481,2025-11-17,west
C1482,2025-01-16,east
C1483,2025-07-05,north
C1484,2025-05-28,east
C1485,2025-12-09,west
C1486,2025-11-09,east
C1487,2025-11-24,west
C1488,2025-04-16,north
C1489,2025-08-03,south
C1490,2025-09-13,east
C1491,2025-12-20,south
C1492,2025-01-03,north
C1493,2025-12-23,north
C1494,2025-05-10,west
C1495,2025-02-16,east
C1496,2025-08-13,north
C1497,2025-10-13,north
C1498,2025-02-17,south
C1499,2025-01-15,north
C1500,2025-11-24,west
